Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0001_8,0002_1,0002_2,0002_3,0002_4,0002_5,0002_6,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_8,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0005_1,0005_2,0005_3,0005_4,0005_5,0005_6,0006_1,0006_2,0006_3,0006_4,0006_5,0006_6,0006_8,0007_1,0007_2,0007_3,0007_4,0007_5,0007_6,0007_7,0007_8,0007_9
7129,509.1428571428571,1946437.8715686002,2570413.3204964325,1761690.946579598,2449541.3830069546,1566497.9907310486,2365571.2663222873,1838439.8088383481,2324471.509643128,1526425.9787118402,2267408.9453337477,1851650.7876423015,1762495.2142460127,1989806.9419106646,1665304.8467286518,2092459.5294539672,2039963.628449032,1880059.7974911968,1930470.9601620322,1550279.6029759932,1812687.6279843014,1948851.9134825382,1532492.9084497509,1651762.5163363107,1452236.0949820278,1341680.2086696234,1559015.3605905974,1307610.860554821,1507810.4666393,1499686.3404638493,1566113.9001382291,1397073.2870555497,1274800.5131837828,1431795.2488119816,1651239.1236997894,1519163.049082635,1401149.596273132,1684427.180715089,1832635.7702600667,2141170.2443817025,2184240.0515150595,1729271.8477353496,1986661.8394064887,1928814.2457431962,1598331.0543298798,2040765.1274100963,1890260.4971039966,1975413.1535740325,1672311.43578108,1965299.4901374378,1794047.0459786046,1764111.081405448
7130,509.21428571428567,2035571.1563292067,2841649.9382135053,1679949.9253293432,2495687.090979425,1599139.8456428987,2327498.324970268,1804340.856169514,2332405.297591241,1469637.6374997837,2376394.287601846,1888964.9991516327,1847180.7779792778,1915310.6773738882,1739339.9869170722,2076255.724156389,1919500.225831373,1798316.2988714608,1868012.5734462056,1559280.526637738,1817175.0133685416,1968803.7506465295,1531171.2936755891,1648004.3822475714,1460388.0496941675,1339246.835049037,1598053.9724696893,1273952.9529327303,1504261.8433847686,1529646.3802589783,1613993.8917641784,1397073.2870555497,1316098.5576640333,1464274.995663527,1710582.8718343228,1522966.8561333134,1431486.121386729,1681606.7497265441,1789378.411870143,2158096.460738226,2156647.7526976983,1757240.3519505842,1919094.221792825,1923133.659255701,1600391.8103365342,2046354.0043291221,1887389.2107220471,1998663.1847386274,1615052.1587910843,2045092.2583455383,1797075.502441818,1785559.1360253573
7131,509.2857142857143,1981177.4636242855,2854638.5206282856,1800497.4346355675,2462444.0678016455,1548627.7633283436,2292966.6495474163,1917756.1441193316,2308747.4853889346,1421391.5780883275,2207331.542520091,1903236.5209693979,1857767.1304091748,1880295.953030955,1693478.1278774075,2115115.699736732,2083065.5674351044,1846137.2664761322,1822622.6809255567,1555860.7141805496,1783837.9760208575,2050021.2372247684,1599963.8018761813,1612673.6159270273,1450458.7702641338,1332890.924636794,1567238.6474589526,1266166.3047771617,1486568.7991506327,1514337.3574678777,1534932.731525891,1374605.6307668856,1317916.9808044834,1442329.499545276,1675814.4829486047,1459364.5537386502,1378314.4339652897,1694080.0583475393,1792063.6179817002,2160803.24486658,2116974.6314946045,1718813.223386135,1964528.7419249776,1947201.4208398566,1626057.6916520454,2043683.3319167683,1868565.9158414816,2009156.5719806864,1694889.0298522303,2026876.051767338,1721518.513502505,1779165.4271219522
7132,509.3571428571428,2007511.6320808318,2833240.9565633647,1703017.1378588986,2523930.9954871326,1523386.6705246738,2269704.2728118473,1797669.8934773842,2389923.837750286,1608335.0589929533,2235913.6955566225,1896337.9502423047,1774821.8935971663,1922454.0874266755,1682192.5001529006,2130347.1178340674,2053124.5101089901,1805264.7396998832,1907004.0181880298,1542677.6197892677,1894616.672816587,1944978.3812450813,1585506.1487720534,1614280.4864638215,1470941.9711593208,1362574.2788346559,1605473.5518884182,1294679.0783016365,1525268.9655265552,1477653.127943046,1607725.9805315922,1405287.6289847356,1317916.9808044834,1356835.2302259076,1678420.749166538,1490992.7361003943,1356872.2199484855,1559857.809977314,1822702.6358238244,2173376.516754865,2091034.8779027944,1704018.530988004,1902918.1835315838,1949641.0175483874,1648411.671192092,2052011.113774413,1886178.7876939795,2034452.4042899641,1750038.3449981457,1984847.0402330863,1809598.6871529082,1768346.8639946152
7133,509.4285714285714,2140768.1282954956,2851548.6067088936,1647901.9343005503,2523930.9954871326,1579256.8968988508,2277090.8116474347,1813449.343906511,2306909.9324851637,1550650.5152127298,2325497.463785025,1852900.794238297,1818199.7024858664,1916919.158169828,1583793.6058878154,2097547.898697522,2086315.5626117806,1821645.172239697,1993004.1887185937,1560211.7396546854,1812687.6279843014,2048542.1231688466,1600682.8741070249,1535225.7672884841,1449345.4997205462,1329145.9677907815,1625383.9234412794,1277540.5405021093,1540480.8961882044,1487427.7720613168,1563522.3168679762,1392667.4651573056,1311195.8044034766,1422409.9853060422,1696714.2027331053,1472613.088935313,1356872.2199484855,1542956.0050775541,1724493.9334729458,2196944.534764718,1987099.8544975223,1741420.6207912255,1969625.777877953,1906366.976803909,1606473.8586726843,2031901.8080384769,1869485.1434867294,1991369.5720409935,1689071.3996483306,1882108.901518182,1789999.7583215297,1806108.8521186933
7134,509.5,2065352.4071642314,,1622634.6383166944,2400815.959837121,1544420.3567212424,2231797.7254032525,1788504.0503924487,2168122.3708921624,1530631.6927875401,2330325.6422807556,1833288.9708044704,1806242.3981980758,1910091.0881560491,1626130.5211582808,2097125.992279802,2100102.730012258,1815758.377464048,2007083.9310709306,1560211.7396546854,,2067766.0538072651,1627607.579077267,1592024.7794018968,1453665.076338433,1315756.5732811508,1582378.3078737361,1308939.7101286005,1514906.1446741382,1462720.5226263572,1615406.7325176045,1424121.7793427962,1334447.1591566794,1387810.8652059927,1673493.6118343067,1552449.4100006074,1354305.5452651917,1566842.4442974536,1713394.2658612877,2254769.3778075865,2007256.7983726228,1750629.1794979787,1987643.4275720718,1944483.151444509,1614600.6602320517,1976340.1349054119,1855211.7629149284,2002889.9682750085,1647578.0095268642,1935743.7977236446,1738898.9589919068,1813361.8641834604
7135,509.57142857142856,2044945.340566028,,1855573.1235826882,2230413.228000396,1649971.0847104068,2252434.100689802,1821116.4623943109,2168122.3708921624,1513051.9967281718,2133120.755727863,1804812.7063366477,1927110.4406028264,1892969.462069772,1593606.6674074456,2053833.9061409913,2142262.9966400443,1938727.5836065572,1978641.89720869,1565714.148773336,,2060908.4104235384,1589647.813292206,1601671.296310863,1416478.4213782297,1310337.311649933,1582378.3078737361,1301571.3456799255,1482477.4156810513,1511487.1841792515,1567372.552029663,1368616.845671877,1307109.4671869765,1366444.2230137212,1576315.5218222241,1492177.177376864,1354611.0652139937,1609917.0834064423,1763116.0684823296,2245615.693896191,2044455.9489177093,1750629.1794979787,2035293.532111348,1924304.5651658108,1581066.769444935,2028248.732619908,1854171.8260704614,1982450.989151538,1642023.5132155344,1924968.7696214085,1824162.1812980121,1755097.3083595473
7136,509.6428571428571,2033637.4275337735,,1857794.8137738747,2287223.8691066126,1604830.7076273533,2176467.1629345957,1794412.789238053,2349328.547128947,1599995.6581254562,2179934.370719864,1877476.0429152756,1870843.8403072886,1924668.8678357953,1652148.3420230318,2042025.2126331308,2119880.271743526,1752094.1646292666,1930576.8392609046,1565714.148773336,,1959806.3997784338,1543581.526465967,1629435.9294388478,1375908.4282771058,1339155.4945359093,1592131.4704577932,1317509.3641407639,1498704.0199392596,1465172.7073427597,1584729.2818905716,1349454.656936653,1346114.8802683293,1425146.1687699507,1698044.5007499345,1565124.804197881,1367823.9844230555,1696803.987768568,1754912.8891201548,2140132.3248947766,2122731.7624294045,1748853.1131203817,1996129.783511154,1881832.7342078858,1587979.5526924077,1976340.1349054119,1896142.831627496,1993696.9408631206,1720334.2022300705,1955981.476787373,1849146.0314061714,1741014.0975852404
7137,509.71428571428567,2054082.694535614,2771381.078294879,1849480.5073434133,2335567.113982242,1523734.3357358272,2243171.1510647833,1843627.200165109,2386346.722954706,1574703.1656385507,2153767.2114388607,1867769.760495204,1902169.5805136366,1903788.148058538,1660949.4785475365,2193686.7618085127,1985273.993049812,1863428.870403465,1883334.3420155148,1558917.161434698,1896987.7539581687,2038398.8437032623,1528878.3375545295,1527488.1409594452,1411529.6583961428,1313941.6377833255,1623804.9459840562,1298591.2193691118,1501764.4045030961,1462262.183977767,1549196.0744231616,1393778.2627480228,1318929.0724093188,1420209.9376257975,1702221.134454645,1487587.0769944282,1364878.2342388288,1694954.7012613402,1690679.7033606642,2159169.6914849975,2016757.633097834,1746148.333305277,1998656.82778854,1951050.617446068,1628977.682486844,1980940.6995712463,1794166.8728676257,1959844.5598046065,1653996.029214314,1908900.0575123404,1855665.8615162885,1763056.6782976657
7138,509.7857142857143,2089182.801016523,,1797131.6280805932,2314938.927570356,1545203.2721899827,2314036.4961628644,1793875.3793614865,2411196.76430088,1502566.248140269,2350554.70426584,1823589.6189884464,1786976.4240796436,1874806.826412784,1598214.5040996477,2116438.820522081,2007610.9976977413,1900797.249541343,2038005.1702793262,1558917.161434698,,2067697.8569861667,1542158.1697555727,1568235.3435097465,1422229.148899113,1216857.563975168,1592131.4704577932,1299345.7589456472,1520340.7976410796,1524036.0702460737,1571088.3828702138,1392931.9375289977,1359748.8043663648,1438642.763879506,1741192.0610905,1498925.462117593,1389245.0856100367,1604697.1212858376,1724142.190663301,2161525.5470198616,2010899.2902381986,1763852.5862785575,1860147.3717399668,1899328.0567780356,1588513.8356586853,2057684.370020366,1880136.2396899904,1955429.6853664916,1636542.9633232285,1969697.3523015615,1816987.854881864,1757063.9590332666
7139,509.8571428571428,2124276.982685513,2775518.2314153984,1801427.5208849022,2306383.418922719,1584086.4416268542,2334266.8818756947,1791430.670450036,2327118.644220086,1519682.3372114107,2322715.531009238,1929787.1909723291,1803589.7676970933,1889286.0708810247,1574130.2920051985,2055186.5214378473,2023981.338162251,1873778.4014774824,1945631.9503388265,1552916.6643576077,1868544.123516344,2002154.5460202696,1614008.8759327885,1584322.5799697035,1409088.5234387545,1254709.4393577361,1599903.74492075,1290450.1890992676,1511996.9648767558,1461297.9692172494,1535270.2412602988,1331813.8828463645,1325453.763208589,1443201.4590487499,1722406.6692657673,1498925.462117593,1342564.3622610008,1617634.6438587848,1747036.4873414566,2172041.7447227626,2087198.608515055,1756513.2869982985,1962364.8190974866,1953921.8087782948,1722689.3497598965,1963775.0167196053,1902052.5270570957,1934557.0170195182,1686118.8210223212,1977643.2175617812,1840272.0349327228,1772789.0752243972
7140,509.9285714285714,2010339.3158559091,2740562.587621608,1813466.2739480326,2455103.244077801,1576737.008645949,2315940.0010510325,1818383.6313403759,2384823.366648079,1562267.1921557223,2228497.7980099022,1866491.6306818894,1848376.3519152703,1905251.1769233504,1689650.9404071472,2072931.1231504888,1998998.8327583333,1814474.1809942345,1908588.5555409032,1555619.9457459124,1845744.1912767235,2013751.559418778,1584546.730505691,1591850.4297694138,1400572.338157507,1297480.191424013,1603195.0008377046,1286743.3793001738,1534870.8399125414,1492607.960383804,1563867.3765617681,1397612.1740891582,1331222.1676804635,1444683.6708435118,1702221.134454645,1534323.0799506651,1345344.1281112025,1554306.3625126819,1755487.7071224768,2173864.7285221317,2098374.799567369,1756513.2869982985,1971738.1780423645,1943984.6134490129,1617488.217571689,1980015.501061264,1856034.348393619,1961690.029821023,1659369.7566199915,2043577.806818849,1776071.342097178,1783727.8168780517
7141,510.0,2108797.252115791,2640307.051620983,1769083.2043612488,2443445.592549283,1404805.7849202764,2290640.8646960664,1807216.335779334,2302632.214260793,1543424.541711215,2247434.585953331,1849612.7923878045,1846010.4761087915,1937069.3792879214,1639314.1848911198,2072572.7511298265,2032083.2418932763,1832964.5968440007,1898555.744206846,1556521.8526299002,1883012.8257366358,2055766.2336448492,1523719.6559244585,1599108.2562522653,1407486.47911535,1283835.971560493,1610650.199203396,1282947.8979348412,1473389.917397407,1442498.1183880556,1563867.3765617681,1383484.1992710896,1329515.798898672,1444170.6921921826,1716783.6000447937,1524305.030131044,1379333.9411223892,1657232.6290239082,1741511.1256033794,2200397.949954405,2069950.3142687492,1768493.2331117059,2013677.6213222286,1976122.00962527,1591980.1614826994,1916550.5787023497,1835474.130850974,1992002.6410593335,1646363.210905522,2041812.30134352,1808408.9555716258,1757063.9590332666
7142,510.07142857142856,2028937.6684624343,2522233.351689726,1787672.0081087712,2484773.880098864,1451593.7349619048,2269327.420262905,1935406.7242889446,2329023.2425778853,1521673.1574879307,,1878099.0151288004,1893691.9977934312,1829933.11484075,1567351.1949812318,2051918.5424167863,2009136.3505342319,1900849.5082757745,1873077.0925830635,1563697.5481928817,,2027873.5575535235,1597968.0744225672,1524668.7725349392,1435289.5954268128,1282159.9178099646,1607419.1180053311,1282646.4159312313,1513874.580148355,1452215.7342670553,1567451.122112765,1393801.1150793333,1328485.84716628,1444683.6708435118,1722688.3652363599,1498925.462117593,1392216.7810130988,1543844.485079096,1768263.50368285,2211086.721435739,2085082.8361415335,1783420.4219887846,1982187.481837838,1847367.2454701818,1594755.181742282,2010308.345629515,1872294.2890042677,1966516.112095583,1279901.9893126965,2059095.4127801533,1800484.234131181,1772657.3848633806
7143,510.1428571428571,2058982.4403302837,,1776302.2962790448,2467848.9020755114,1446858.0586934073,2266608.3913673474,1835872.541932855,2388191.8006846076,1499376.9468799375,,1863008.6095361281,1772723.6424163932,1880627.6212705534,1706317.9419323977,2084027.0132748664,2003139.6311232247,1753347.5310543247,1971055.5945485043,1563697.5481928817,,2037020.0439301128,1602048.2842906693,1573759.1007721392,1416172.9998599086,1257629.9368062161,1559015.3605905974,1283726.3247725102,1515588.7584441013,1462785.2166694866,1570352.515849338,1393801.1150793333,1324240.0228318784,1397209.9643555668,1656651.1113183673,1501861.9786263756,1425209.4596470145,1631158.086328184,1752287.7438800246,2234687.303005853,1993451.4455399981,1765061.2326416443,1979095.2569218697,1931009.7309741427,1647128.2848411964,1970620.545943426,1854595.7328558387,1967932.7009418095,1705215.500033166,2076354.176541056,1772645.3360850567,1759488.5284985164
7144,510.21428571428567,2080731.5620433902,,1813800.1245324046,2469086.479818856,1392706.4692023904,2293387.5795413493,1796033.5186003342,2313976.361994599,1545085.2464897905,2238788.3816897282,1884322.7992951116,1777523.4129425962,1899494.3233744851,1682762.0686989662,2125603.739837701,2082117.3006592516,1728279.1744788203,1966914.680955109,1558161.965014713,,2099532.3348486717,1591993.8867340111,1565928.7629756015,1453551.3607469965,1321988.9205513834,1637814.4669490345,1289131.0747589837,1524116.214591679,1454306.7831872313,1611107.221852686,1401342.7126712569,1326621.6841726901,1416275.1257909697,1739923.014148749,1537624.0995797194,1350467.289784516,1590059.0590588162,1756633.4756281197,2203888.1018255767,2025701.6484961405,1758845.3870516808,1982187.481837838,1946539.612264631,1658277.4908481361,2041564.655247094,1870670.398825544,1954335.2904276017,1215809.0976746674,1974159.1759809284,1850459.5682773804,1764459.5699790027
7145,510.2857142857143,2037942.9001179351,,1735559.856293056,2483900.681764937,1535392.3462099528,2250603.759862118,1823128.6052822005,2275422.765770322,1562547.1658646343,,1858848.6817597956,1814247.306334055,1901891.2146482256,1616330.0255568484,2197382.025541081,2014017.2641169527,1924694.835665845,1966914.680955109,1558482.875265782,1817175.0133685416,1999032.0331596362,1575959.2253235008,1517787.6407800138,1421149.02713949,1297532.044188433,1637814.4669490345,1318191.5657731988,1523317.0564390987,1502947.0206390414,1606494.9407183735,1360781.000997446,1321397.1670095683,1399074.3721841779,1662142.8156439473,1460726.8689625363,1350467.289784516,1564282.3781259449,1769185.0566293166,2209349.3014971316,1991873.4906346668,1747972.5186354714,1989238.718891828,1983326.4673263903,1636716.9358805816,1979782.66409698,1849935.1316771242,2002483.7635771555,1230484.7392595331,1986878.7234366518,1792869.782717678,1726552.7516970627
7146,510.3571428571428,2021303.992089829,,1735567.593957874,2506539.0371175613,1532274.1939059952,2208444.130643524,1842626.5846272307,2390734.2067609103,1541752.9074185626,2215206.416253769,1803089.8066112767,1903634.3526875882,1922536.3569193408,1599077.416197676,2204803.929566808,2077709.298158782,1808897.9501038203,1979760.1958334383,1558378.035707564,1819342.550320173,2040560.0331864627,1558981.0191838408,1550331.128813016,1429619.1735368788,1280118.3367047613,1701858.812283468,1296404.9225373617,1508339.4887090048,1476254.7786081084,1635742.7693239928,1360781.000997446,1329955.118338413,1394812.7875791683,1599668.1592785118,1499877.8783726757,1338028.842050701,1549580.7514527861,1759474.197226162,2197427.9211390456,2002750.420854654,1781830.5687256884,1975770.922148087,1967291.7808697163,1592542.5110332505,2075674.3120509617,1861442.8123776708,1996873.2766129542,1725145.3483575636,2083369.2568376376,1796535.8285916352,1764580.2908603167
7147,510.4285714285714,2067283.4705866226,,1792184.7835849754,2352987.7402125597,1567744.582782917,2249390.858067863,1946346.1070665307,2390578.048308356,1590447.470065144,2265940.71434132,1971944.5779772801,1873977.6991783076,1840530.3221698317,1649537.9062418959,2296348.2800011914,2073474.5063081863,1781776.69232387,1959730.4117304368,1559299.2356529692,1858987.7906955006,1917848.5570570647,1559657.564679713,1495542.5595796024,1463788.7523939512,1287543.0350971983,1600804.1175640933,1322303.451190567,1565271.950706313,1477653.127943046,1629973.9228544198,1360781.000997446,1307109.4671869765,1427633.302159148,1679216.4132052874,1528567.5884252253,1353013.1564285774,1644171.9636235477,1770455.4842616634,2269228.214110666,1940447.6457688895,1734976.9627768332,1981271.3629455033,1905553.7259893082,1629184.1639150798,2065712.1535064674,1873433.0827503062,1960553.9350839844,1710137.302106855,1976466.860360753,1805222.4404632517,1757708.0805703946
7148,510.5,1979767.4132042106,2759425.5269713923,1742290.046581004,2316654.5775796333,1593870.094988662,2299935.2089523734,1906587.0008765617,2383963.9262341517,1511066.1088863066,2167562.1943388674,1890486.5256600087,1811780.389337485,1891279.9780460845,1717850.9307350572,2094150.3832107678,2083158.2234518419,1915195.7783736736,1969764.1543828545,1555961.9444379683,1817464.06433263,1996530.751618832,1547957.6321652685,1504349.7321317608,1460770.4400427511,1287543.0350971983,1634215.606903323,1315660.7140629916,1551734.2980262456,1454306.7831872313,1625891.1404026088,1412112.759624265,1317358.5807105245,1436588.1347010066,1603813.5598036323,1518140.1057425642,1346462.6599422297,1559182.1588009603,1755190.871219413,2165533.066279988,2053723.2451832036,1769038.0863315251,1980330.1155353414,1886367.3227236995,1584542.4204866604,2045312.350362789,1856955.16483018,1943824.6791104202,1668146.024586977,2023779.5208180621,1829801.0113144156,1781097.6739832798
7149,510.57142857142856,2036573.6756333308,2740955.5162611455,1676374.3288749512,2452350.445176809,1571526.5025291413,2285383.676529465,1814511.1123363331,2450259.817623465,1529048.7353796067,2132089.1199745904,1841157.5091588993,1871618.021016325,1939656.5746351986,1604851.6998402753,2049591.988026643,1930366.4372524826,1830418.2857446102,2031940.9754375597,1559263.9388247197,1918979.2699245499,1992476.084359261,1542958.3846995297,1488823.6261219662,1435016.847565933,1203052.720582184,1634686.1218980933,1295172.4970334135,1538551.8896760342,1464920.3784482453,1605406.513930488,1413708.6206544302,1311176.7177772184,1426639.7243899342,1699908.5942927005,1533498.2451429553,1346772.5391431896,1652001.8487683036,1734670.3402323609,2194699.1895052493,2110623.303324913,1761357.8436553834,1987222.4220248882,1954615.2152293678,1611109.016125804,2018670.0709328637,1877317.5950436925,1968994.9894662106,1719387.1265072317,2049524.4500741381,1829788.7910960554,1763002.1821658846
7150,510.6428571428571,2037843.8054612468,,1749909.0742792434,2371646.2141686925,1599983.5024549128,2333026.361521091,1767412.451730989,2475203.9246858964,1574604.5767457173,2126207.8790584435,1844849.3316937466,1876480.822984689,1949335.7112236265,1695478.8188843778,2072237.0227051612,2009751.1389961902,1867487.7095619296,1997662.9548109835,1558041.8027493635,1918979.2699245499,1965493.3316201693,1563155.9545616107,1490041.5336607215,1437421.3673047319,1230346.4404670869,1609985.113691248,1285444.269993741,1549062.9521552322,1474270.1225153343,1636390.8078585775,1349866.6810652823,1317278.2718322217,1406974.6142163684,1588287.1402718178,1497428.6596815488,1331331.4489010838,1628647.731419845,1775593.8939057789,2218082.818498913,2012755.625999053,1718813.223386135,1942631.5257115336,1871013.2444289352,1664386.1502695356,1973687.2130362417,1891485.2519624564,1995366.1786920843,1658143.5760756608,2038622.6647086553,1775758.2673178317,1773900.1725936364
7151,510.71428571428567,2218144.8000621223,2551393.5250510033,1772048.5689792295,2374211.556251139,1502122.8309877196,2254986.6103002303,1822669.0804691317,2366916.8232956994,1472871.2156567813,2283655.5455515543,1939482.3640783324,1870569.3379002786,1848343.5484291622,1726488.367647284,2133995.3869412383,1921457.5846744145,1835104.6346964259,1877361.0752265176,1558091.6156948875,1853210.008294003,1983821.8961846903,1651956.899375562,1565312.1312694156,1411559.2175786658,1381832.3298326817,1720040.9605790235,1279927.373224805,1465514.527264896,1454377.7359779591,1546087.8043190055,1316803.7466885818,1325789.940776125,1381456.1440158603,1670979.910838241,1518754.7853802936,1333639.987269352,1673739.888878075,1759566.510149015,2171552.2586804675,2142372.5462559834,1771713.9160207922,1847270.6130802708,1904552.9987384032,1599715.1444494624,2001053.3734025087,1859333.920411644,1958430.8685399978,1467812.8143194946,2063530.194437063,1849669.3952807712,1749247.0887794031
7152,510.7857142857143,2238273.0504026185,2606292.4133814913,1849836.9061529995,2182825.8660014216,1455487.0111406532,2311345.9370982083,1788553.8477392574,2351147.2303696647,1563540.087756048,2315595.540715183,1896311.6206307323,1867393.460882913,1877129.7842564078,1582358.7967550834,2055474.585735356,1887888.3759915088,1829286.049731959,1831388.2270507237,1585737.9374344356,1876867.5255083772,2008870.7348430692,1548464.7461014024,1551025.1862307258,1407479.0503515075,1338344.4559307857,1659582.402199554,1308900.1738745214,1493858.764678768,1472827.869003541,1568628.7016587257,1356643.4929832094,1319657.2129147523,1393899.056966038,1683051.140489728,1497716.7068707568,1325032.7572052265,1680161.7600194092,1783873.5838839258,2175681.287114471,2093183.193705349,1761522.000912037,1883396.5167211276,1929126.0548199674,1628176.9751545335,2078178.5780714506,1891685.7681111488,2006039.193130983,1681721.9587826782,2042306.1239240624,1857625.6408317327,1752676.5887666622
7153,510.8571428571428,2140662.4550808943,2648018.585582672,1875644.51327449,2171589.697673665,1417727.288576092,2314102.1859328253,1778843.5103892519,2265324.6095441296,1613839.1227908977,2153241.8402789775,1922616.1912715659,1919452.6742482744,1891278.137125169,1567548.8607261847,2023147.009833703,1923661.8481404593,1847675.3235719895,1868819.812672179,1585737.9374344356,2007220.778082799,1945193.627462504,1544132.0292120245,1573965.2299068917,1442096.6267949902,1284753.8364451255,1686014.2999448965,1301030.8354979465,1480986.4332759902,1480704.5632912363,1570458.780885953,1381054.2327698474,1312160.5555127007,1377924.771323278,1704865.224673945,1493419.5146893486,1328302.207386107,1676481.3101918,1777360.6914388237,2134028.6997736185,2076626.3894748916,1790224.748418461,1979931.0019600762,1894670.133109745,1577698.6093366113,2105995.929347075,1892049.5855537956,2049095.615090499,1721992.801908547,2081595.2667798789,1739956.8188424932,1764791.212342879
7154,510.9285714285714,2130421.6216005236,2713117.187339781,1850012.3873622525,2278750.639043263,1493563.4725752533,2351962.708942454,1831769.7227213841,2249096.832952395,1520289.462990227,2092139.4729167563,1791498.5394722463,1932129.362220868,1845030.0968830308,1603428.8480144457,1980072.444874464,1913812.391363854,1876531.2145408161,1837310.6297942733,1585737.9374344356,1780778.7224717906,2050052.6361182304,1513359.8661104839,1637360.663812669,1487246.8772656608,1244450.088860083,1687787.9938848317,1309599.3246806448,1501074.9686465368,1489459.088858777,1592895.1719120764,1366539.0546625548,1313651.7728443546,1471884.2397993032,1693563.0244383905,1503236.5805596767,1371703.2257566566,1652954.899865137,1756317.9983751718,2219866.9370977785,2129240.1571050766,1782572.0850626316,1875788.9135696213,1921383.6581642006,1597203.8443696247,2078099.277562568,1895469.2443537102,2060042.231293649,1764790.0754143896,2069120.2328091362,1805612.8675715625,1749836.073895092
7155,511.0,2122080.0065956614,2885375.1337216375,1855161.5331566352,2562415.1062186225,1436623.201261511,2360275.923755227,1813170.3386801523,2327511.7410689006,1534483.8497848108,2101820.092182166,1830211.9493274852,1775813.3149448403,1844917.4177717955,1584091.522681699,2046909.386929596,2085298.4103157665,1833432.6755364293,1982352.5484866037,1584321.168398933,1780778.7224717906,2051471.0520157155,1532763.0303443545,1610722.9834137838,1473332.7854690722,1315942.3806176295,1661121.5979648486,1350708.2247005845,1506897.6471082515,1461480.4681199144,1609136.4887927088,1307370.9685100429,1310878.9219325504,1438533.5379277333,1679859.4937576877,1453148.7812264983,1348876.4083741468,1620700.8452970393,1787207.539822595,2150795.6584543744,2136576.5269316365,1756761.3746958412,1897800.9261257132,1907829.0030537744,1606364.0079475292,2076150.773233661,1875400.7884044766,2049614.4047928974,1726118.264075881,2103906.2862629863,1775851.4949817199,1738080.3548387208
7156,511.07142857142856,1923775.6866936984,2809604.820367319,1861572.0130328345,2389196.855456682,1451056.687516058,2356109.929735923,1821577.0345338169,2348202.9454357973,1494133.9689268616,2154300.961111561,1885465.8378294352,1918899.1332101454,1904833.4945742984,1668558.1515470482,2050495.039702942,2094787.3756239186,1809371.16148463,1897959.9967590733,1576118.1919711772,1856404.8646587837,1934585.7738514887,1524496.1557439843,1610722.9834137838,1435261.409887435,1318548.2688683786,1687787.9938848317,1361908.5658679653,1515468.2736901087,1483253.4379308969,1577295.2471659302,1318681.4724037547,1324894.5722133843,1446142.7452273748,1705838.0781031207,1459649.9714564527,1374998.0146953552,1501456.0816049695,1735907.026776919,2138820.5307550216,2140155.7782046916,1743096.6540838766,1922981.8476545562,1918977.8994813303,1588229.4360840514,2051174.358721266,1893194.99792006,2018791.8799583828,1692642.2748252258,2021472.0673099977,1846968.1670901598,1749429.1654849318
7157,511.1428571428571,2030250.1475421884,2426542.8445757874,1920089.5774223604,2343730.662365779,1572297.6485524094,2304826.859576342,1837902.7338508305,2404641.0468547023,1565427.4086049513,2196237.6888652495,1869604.6932433285,1716496.832824705,1885164.6898979326,1761457.7754477297,2109194.5116092507,2118696.121375779,1827102.3235537834,1925744.9754285165,1560434.5767075487,1976916.087745066,1969119.432406689,1562524.3452851532,1555608.7606729544,1454543.070721826,1332761.306454125,1613673.4387998828,1324721.3904336083,1521004.3253708156,1433188.2449061063,1538385.4525227447,1307537.3604410454,1374838.4895571494,1434433.7168544936,1666434.822179664,1517275.8962609,1388606.4079639437,1617210.2010549745,1775735.766550746,2195467.3751052753,2158248.338179026,1751904.8239095418,1917770.5095284637,1939865.6708342542,1605377.8827581888,2002039.6806920175,1898387.3999872291,2023012.7742108442,1700356.3618992935,2014092.5318561168,1738554.4099024204,1718575.907257774
7158,511.21428571428567,2010258.0136539517,2506487.68906428,1906794.6369636997,2372068.1502286918,1504013.1648815302,2296540.66042745,1896593.0680582728,2299298.974550291,1475293.4036302776,2151731.351298045,1844891.342393686,1789284.1878629685,1857716.6288484419,1791869.5919336597,2114414.338854397,2080872.9507809684,1772078.5337702471,1901654.4000875638,1582958.1361432304,1907625.7800317178,1969119.432406689,1562452.7619613123,1576445.4506886909,1442149.9059650947,1256288.5265508774,1627718.17412644,1326939.0003776872,1521004.3253708156,1464740.9367518895,1556896.4906991445,1333499.472368038,1328179.2261401657,1447103.7428729204,1671670.4010165809,1517033.5757544236,1378508.682026628,1678319.8891997768,1770600.4765629664,2241699.035157339,2188241.742194997,1767607.8714403957,1990973.6838962114,1978511.9634811338,1685100.7454895831,2060977.749039089,1898387.3999872291,2042978.1786718043,1725594.8039384447,2059603.6604455581,1729243.7293425573,1776791.9093399942
