Frame,Time,0001_1,0001_10,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0001_8,0001_9,0002_1,0002_10,0002_2,0002_3,0002_4,0002_5,0002_6,0002_7,0002_8,0002_9,0003_1,0003_10,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9
4485,320.2857142857143,2107946.0243451004,2449451.4578674175,2246064.4991351888,2141933.9834344233,1856165.1565677566,,2043789.7534590922,2067757.3984315593,,2191596.3543365207,1382520.934137623,2178309.6709307972,,2332638.703202675,1719955.8163255898,,,2033933.8202834444,2660773.1374605945,2287903.2409407604,1895163.3310991814,2412944.3686657823,1828542.4418219202,1981821.346263254,2118657.0680985437,2287285.418773466,2460911.501027039,2083495.1841685015,1992522.9977862576,2397166.85618361
4486,320.35714285714283,2143319.7499441686,2420201.956397449,2124584.3059631567,2030088.0170440888,1941807.4925196464,,2010424.2833356985,,1990857.9329023603,2128344.4375941046,1348565.0791399302,2284344.7904598103,2149781.4455282083,2259815.5954103884,1640927.4806944272,,,2134477.3693415527,2708392.795457749,2401702.0779021434,1948867.4281108791,2389681.3131156424,1805137.3456312132,2013933.6835912985,2165141.268004314,2321909.7961235726,2407652.6893688976,2075206.0198987143,2032814.6760684547,2441059.4331724104
4487,320.4285714285714,2201143.149448646,2424107.109325605,2018598.4434967614,2124596.2597808973,1884892.842566421,2264019.083287348,2013901.7710336111,2098361.073990588,2226681.279945651,2085213.477110072,1294618.6595781797,2280871.1124906023,,2148514.257903034,1688201.445004671,1730447.7239494626,,2091953.0854280205,2524210.486771346,2403735.2098110714,1863587.0729369402,2390746.57031921,1773726.1924499657,1976452.4134609327,2229571.5763958385,2327377.4256243017,2396400.900207229,2051573.6791473674,2001092.8199206195,2388888.596037995
4488,320.5,2097222.1429116135,2472750.0997410924,2130068.904366083,1999309.5181824516,2034143.384502736,2622645.249438459,2009411.8547890265,2137453.4176455457,2237247.8882726794,2172328.708455626,1419473.5539929634,2353437.8464014134,,2246329.586696978,1655670.1974987483,1763468.4647432968,,2065681.8457954582,2627926.7053576144,2268600.008785389,1898304.9507379755,2429084.605396403,1776852.894862549,2042226.057702149,2038820.2576264834,2337195.610705337,2425938.2857386367,2051573.6791473674,2030858.4762947594,2512735.817379777
4489,320.57142857142856,2113593.664754485,2402281.862187591,1918915.1527756732,1928814.7084507616,1868392.2435856275,,2016718.485842089,1982316.3955149201,2217954.4742839495,2043503.07647882,1391933.9971546994,2235705.123688295,,2149673.9562345026,1600091.6810371778,,,2204485.0476842015,2378555.1850080006,2265348.653908917,1941280.595205389,2456774.118823492,1862204.5025331124,2017501.1138286504,2101158.0478487015,2348892.7012115684,2317446.3296318618,2147109.026332012,2048165.157731634,2487212.8701230725
4490,320.6428571428571,2055922.217302415,2265258.778628092,1935200.0162966189,2180253.4622630216,2064270.7517794017,2509502.213971906,2052567.5506585252,2067418.1387557276,2287559.5455604913,2041611.0234066518,1391201.5300164935,2363744.7015371583,2452576.1768175005,2248250.2740767463,1653792.5219972949,,,2105619.7206690195,2708339.4731580312,2447347.5811102036,1873713.724548309,2436841.4362255936,1866242.8346306342,2033471.078726029,2152039.760557846,2291153.7113566175,2396858.381482134,2147109.026332012,2064693.5226814272,2422384.6171413097
4491,320.7142857142857,2057034.167042862,2283860.7144293427,2059900.3797638572,2145816.800850234,1866427.9260927422,2509502.213971906,2024804.7045081207,2092919.6864727435,2189402.107177034,2098283.409121121,1449696.1258858002,2127450.6251716227,2305919.4736237777,2252363.636880095,1674418.87074752,1691582.7021070763,,2127068.8611106607,2400224.2716320087,2396959.304548784,1898177.2582160565,2449354.9254358932,1862021.7651349618,2031699.9899480254,2134290.0641331524,2338756.414501122,2358794.043363751,2078000.224759421,2020797.441791523,2342533.6051441683
4492,320.7857142857143,2133736.8801211463,2281166.884667029,1944016.5922176517,2162461.729344624,2001764.2996339225,2249613.694124837,2024804.7045081207,2144081.2324414863,2060134.7075326464,1992778.7371007747,1380949.0962338366,2090512.1613080907,2472297.826346685,2153172.329797074,1662583.4369120093,1684092.6062818894,,2103313.421567784,2658655.985186769,2152864.2030719607,1939926.741189934,2439511.853205014,1747276.3378814359,2026876.4909459099,2148088.9746651025,2272557.0924399216,2321275.723127198,2118280.2451438033,1994975.277477168,2458504.99241816
4493,320.85714285714283,1988068.010532198,2324139.675613807,1952840.8189332176,2093055.1622952707,1675960.7373465784,2175028.7508787094,2050923.8560115031,2034819.9011445397,2221639.8625054643,2072320.5108198342,1399023.8496290345,2065521.5736972648,2289722.5678993235,2102765.335190003,1597997.0673294724,1678278.8845296483,,2083589.7630285237,2422530.398306906,2200251.8593276925,1874798.4991021284,2414275.8975069397,1742723.3337349154,2046693.4665133748,2096130.1672492826,2237437.422172133,2464841.5336092142,2118280.2451438033,2024906.3670128237,2469273.2448052587
4494,320.9285714285714,2182264.7074638903,,1845624.9235826859,2175902.0139575996,1713348.3514218498,2314960.4234684743,2032339.2687258383,1955370.5251070936,2275518.5820552516,2160993.1894869423,1404617.5667281693,2122500.73837677,2272848.6142004277,2156002.8041734514,1649248.896363916,1662726.841134201,,2114459.7742937175,2370735.7941229637,2233759.9204641255,1920118.2761310488,2398016.035313154,1822091.4220905073,2026917.0474414893,2137730.28487942,2268470.26947963,2347007.0425713104,2093651.0650285752,1991926.3877123164,2421847.177080413
4495,321.0,2005124.807872867,2290025.305755359,1864412.5934944113,2200738.054836087,1855953.1171654668,2233617.7186179385,2055788.5289175734,2002073.7250547686,2306743.918026237,2225708.618336754,1393890.1793286693,2104328.9452189724,2466715.0587079246,2311609.9830082175,1613568.720882586,1654683.350549158,,2059279.480241272,2427305.2207750017,2249160.773291556,1904748.5633487303,2400913.6786329886,1848415.5815013458,1983131.4939104724,2160949.8096943274,2253181.480844623,2299350.3930880246,2077584.866787672,1944904.5462389763,2471385.4831124204
4496,321.07142857142856,2044466.8344065263,2329300.254530788,2023675.5362810215,2283942.048859908,1777869.8317277068,2229078.89438923,2064644.2487105564,2067051.1827610512,2115508.2698300956,2099286.1038230252,1426749.096719836,2127701.162840615,2495719.05233715,2377047.9081573375,1660740.1014770495,,,2147132.951622077,2557461.7667817366,2398091.8106600684,1841754.906811268,2402621.1828562263,1791220.1856081598,2052080.874397456,2147409.413334645,2254381.7778912587,2499188.837296834,2019891.4529692403,1899607.0655835634,2447975.30803207
4497,321.1428571428571,2091151.7359283643,2308751.925414793,2029149.461052429,2087490.5388131314,1954117.9285459933,2240160.0927885715,2049823.266742793,,2237682.537570949,2346226.6930491435,1385626.490999217,2124638.1982058254,2489936.918151011,2387344.1639103894,1704977.019394004,1736563.5816850145,,2169140.5599050764,2528220.0835009324,2396305.6071152473,1989144.9848851203,2377628.9435611283,1763775.0092642459,2069686.338160187,2102597.457335721,2264399.5815914674,2360838.6687660753,2042015.3128570286,2082496.0539417595,2364370.0296645924
4498,321.2142857142857,2059811.4049838134,2379595.0134117943,1858540.7478803312,1983058.741476326,1927837.4467838106,2166891.3294145637,2058762.3446624202,2148815.1297437265,2137778.7530719987,2065883.8580604487,1349660.67034539,2128428.117913469,2441411.5606184835,2328674.8414145107,1764418.369185941,1744163.5482776517,,2060165.9122312227,2663026.1546569485,2284790.839644705,1917202.925661289,2400700.5733617335,1809144.8497616588,2070029.5222705195,2173545.2033744007,2346002.12061754,2421250.458593602,2065868.872454737,1943434.5360195183,2435779.9312217827
4499,321.2857142857143,2049637.3862647512,2094860.7082417991,2075037.3979698056,2193634.692972117,1917702.0379754314,2590739.1068947692,2073543.1828768363,2003088.005536265,2216456.1488948935,2302263.9943350167,1353975.884389687,2206383.8581855414,2469995.936459271,2304917.2508485913,1702677.0768619834,,,2033049.40946798,2483464.3489076635,2281907.82770393,1887917.802904101,2375184.7379486086,1809199.0202410328,2091642.6174919507,2077422.7487616772,2261420.08136399,2386835.321971384,2041453.2902146743,1931478.256485832,2500657.118313037
4500,321.35714285714283,2095670.4916962723,2173876.73879158,1875088.4612412392,1996598.5931551112,2032448.2429745998,2637831.466189,2063242.6261520155,2048588.6458349281,2067724.7163200506,2084173.9573956635,1405621.5165008875,2162160.828320985,2422637.809796719,2277080.8271116824,1731157.1909542698,1729099.7087879193,,2031213.0469177489,2499878.6221642145,2339950.331728961,1944809.3405902819,2375184.7379486086,1818942.4889502411,2024052.4055440575,2192714.5423076125,2270915.283916362,2365294.7563586184,2041453.2902146743,1935939.6930077462,2325931.1589067397
4501,321.4285714285714,2147595.709488132,2354822.2803985765,1942748.9886016916,2060818.5979042677,1727963.312341804,2294415.3351844386,2032242.6868219364,1979339.6207098174,2263083.3558923327,2274004.3165619555,1423669.6484191685,2149255.1576109715,,2319988.7777046873,1634058.3414197997,1695927.2971882785,,1914907.1401101763,2402296.537898461,2346147.1573885763,1830551.3164116496,2268248.290506336,1810332.5971211772,2089307.8117515335,2183256.5265395264,2215335.1072687656,2347822.4017927065,2019326.168712395,2052635.2789282005,2357341.747115876
4502,321.5,2136041.616691035,2200639.9924129783,2085059.8345770936,2183198.197454222,1911466.3130018988,2290747.5168177183,2043141.6929678593,2105360.9779909137,2190134.5087733585,2292696.137627525,1446931.5455669796,2180538.9673942155,2354622.500613331,2104180.553277257,1618269.4417340274,1665072.4009215338,,1993933.7890904977,2402296.537898461,2388524.666381364,1834465.045917649,2263671.8760822983,1795416.7745445685,2049960.455350782,2124759.2587100365,2218720.6910126237,2393164.0456065643,2019997.416978891,2054540.959686982,2382574.8692432353
4503,321.57142857142856,2082671.5601136354,2216489.8405932905,1966610.6169749573,2229748.4489111267,1906934.2550827982,2204590.659616721,2013881.161530033,2029086.155695568,2174872.529113705,2162351.8680292848,1410967.8922477912,2349097.8780397177,2418694.794337766,2132372.1529610986,1632704.93631086,1686121.9223548945,,1915294.031992837,2444400.0950352736,2370871.4717536005,1942699.7468781678,2306224.082313194,1764162.2627694088,2033404.9189851226,2117526.2976424624,2222268.8654620843,2263780.463098176,2022713.63068638,2124979.08496008,2374176.8873722088
4504,321.6428571428571,2113992.494517831,2237715.1930873445,2062793.0361080251,2203211.704440754,1734608.407177293,2210252.5338579854,2048775.4290422983,2299073.97166983,2102770.8265772364,2314915.601210202,1348082.7952493108,2182994.5836834125,2318564.099874684,2322156.2394888843,1608240.0994616745,1697385.6446689367,,2163429.793396369,2431252.2769988677,2374391.938769383,1909017.4520018066,2322649.432080698,1817917.4489713144,2039671.4400661353,2156480.4475126867,2240865.6963078827,2420514.677499032,2035589.8788796288,2028316.1358566384,2353868.0484352335
4505,321.7142857142857,2084389.0008935095,2223454.2799411803,2025967.339407316,2204580.3699488477,1922716.2943512492,2222621.714705674,2048514.954816166,2145203.9158410835,2257420.667330061,2137375.125115749,1358004.5587856662,2207112.34442271,2387617.445080739,2218886.947400322,1651739.781888873,,,2152583.2453194284,2417423.318424251,2326882.343447101,1924868.3002160566,2479649.5727571007,1771073.6400035284,2001820.8517031085,2144114.7034044378,2276320.027360736,2305863.133076873,2087096.6088469757,1982259.3672706499,2381325.3697900446
4506,321.7857142857143,2117783.3132116445,2277473.0615691002,2031571.908059907,2202698.7102196454,1845569.743906514,2298461.294102901,2021947.6499184098,2067223.1507952872,2336422.7609083187,2062262.2932546583,1400436.974362396,2245687.6278614188,2605854.0268622763,2258730.1712870817,1730619.2259981898,1683341.4477459504,,2081844.425854718,2422976.1912884885,2255197.807835801,1893973.6215011994,2426272.1436478887,1819047.813158341,1995475.5700445788,2057967.7273638423,2271176.367359438,2210682.8082044073,2062340.0168893586,2036115.352757167,2460381.4519973216
4507,321.85714285714283,2102377.987517459,2379038.7953197937,1888978.0954930768,2186407.1140938685,2366243.9369774,2163061.27379393,2048989.4169332953,2127255.2588109304,2109482.2574286005,2318485.761100921,1359304.9353294459,2105803.815533831,2482904.8301587347,2208778.9386498355,1655625.5072726675,,,2124528.3623695686,2410139.5407066587,2503800.6398133,1876532.4622991728,2417505.339227707,1769082.4426415735,2001305.5124373334,2111523.7216988555,2271143.669739177,2251290.8790110704,1969677.5647667604,2120064.2390545006,2269877.661253454
4508,321.9285714285714,2163977.7698620744,2256425.534596868,2009566.8737437476,2119439.8490340905,1832403.2746012849,2241802.6158154346,2007781.892102481,2057284.3929314665,2336608.988548279,2173290.5067073917,1309852.7118105027,2160901.101801868,,2122517.77623592,1732081.530014691,1696820.9305350306,,2098627.783028676,2410139.5407066587,2423040.798944598,1874854.3248031333,2422352.9390942263,1835298.7760134109,2034226.10328097,2060459.1948923622,2304320.0829008305,2300534.1083633816,2019041.2949412323,2063301.9323890284,2337995.6938231885
4509,322.0,2104548.7077835244,2266936.593625643,1969801.0724057723,2384119.5616561226,1921362.0032238755,2221574.3726957114,1972783.7008136867,2038710.1322117054,2150191.50026656,2259827.424861821,1361412.4609994488,2153027.1027182657,2060084.6758388742,2157062.147890754,1726948.2176075482,1702586.3731790483,,2007377.9512234905,2410139.5407066587,2532378.2159082917,1933091.0495397334,2485953.5894589457,1789914.8443116345,2010230.9274563184,2160093.1508722515,2281696.799418271,2256671.314163176,2121297.9920112835,2123538.6658817832,2415738.079398467
4510,322.07142857142856,2049913.8390949885,2286925.133296477,1896952.8650314503,2126099.242768419,1866922.5014273645,2345279.506830038,1983579.6723192348,1988127.6931603018,2375846.5608974705,2251238.5074713435,1498987.0859908562,2213907.9459477393,2290476.076453451,2079481.4447968036,1760353.2344197067,1753594.68368713,,1968505.3639956894,2410139.5407066587,2470991.254880163,1876384.0358043064,2416892.301371538,1856327.4121825695,2017105.6563829877,2194590.833859905,2303438.763895324,2412849.2750015217,2080134.6020627113,2110356.7369829686,2417200.243874451
4511,322.1428571428571,2143274.8633279856,2192817.0370917167,2166132.9583223118,1989660.664441448,1987051.9107811907,2112635.48433396,2056608.9548295515,1978380.256966186,2154740.8905608724,2106252.8373771994,1378832.8104804102,2281373.709146333,2348290.554059072,2247008.3200569456,1720927.4452194613,,,1908266.1540999108,2417512.142414363,2478596.140991691,1917966.3307717824,2360395.152538769,1811647.5856827318,1998704.9958330202,2135442.9819122655,2289313.4472861867,2310096.5591546563,2099038.201946683,2130351.9010741636,2391877.0562813273
4512,322.2142857142857,2176004.7432178697,2221454.071273237,2039286.535564985,2075483.2069282846,1987051.9107811907,2162848.8522344516,2019785.04064486,1975955.6910673592,2051047.7248616964,1993703.3452930045,1388694.971142473,2284375.6552384384,2353996.6893102797,2275581.5884532854,1756153.2204935947,,,1923204.6341544467,2444535.4943085327,2260963.7436057595,1922013.3173235056,2449741.162125236,1819187.7449540799,1998704.9958330202,2152847.7782664183,2297945.254358716,2249040.5008678846,2067043.9753491222,2115343.0712958113,2308833.6308213104
4513,322.2857142857143,2113633.4409964634,2359208.872538397,2042822.7548353246,2037452.2857480864,1927187.9420736998,2227004.524314616,2103753.3237236952,2100018.6040189676,2103488.4555229587,2112906.7605074146,1382732.5175288164,2232713.4354260503,2498612.634776379,2113038.737915651,1732021.8146566509,,,1865793.5103322424,2416348.6769287856,2241069.0632044976,1903769.166944101,2386023.2879500478,1809133.494383868,1984341.4153432455,2176434.2188145025,2296926.425302886,2329331.3907132633,2064231.3751163464,2054561.182760175,2315661.9136735825
4514,322.35714285714283,2161258.504384699,2596204.818191756,2171151.785018488,1933339.6927093633,1927187.9420736998,2261046.0061828713,2082358.7605118128,2062837.715487977,2274565.8896417283,2162216.368829952,1403128.2956543593,2316009.7647583107,2450028.055403231,2127098.7484158496,1791096.070961574,,,1975138.70938426,2436255.5726062986,2278521.1284319335,1904045.8397082444,2380794.9769629855,1787390.0627428724,2054006.3257274833,2058939.1982992024,2323269.1606398677,2325309.1130318358,2060473.5542142217,2140018.749228834,2408459.2158056092
4515,322.4285714285714,2156036.9279970373,2139115.8653495754,1992647.0007438788,2278237.5692306804,,2162110.9448772552,2059411.1253553396,2178113.0178905083,2226459.985949967,2031022.9502805052,1468455.3995788891,2245791.779596158,2323943.2425278984,2175139.3282809993,1774779.536745288,1720460.6450944187,,1942481.8482657478,2436255.5726062986,2290309.5605781553,1874619.6914582176,2349479.2556447247,1767748.6768360261,2107701.346666903,2116744.7578397333,2201785.2760614664,2445976.1111057317,2097003.4008926596,2103759.2729894826,2259765.9650256885
4516,322.5,2107353.277899001,2403543.841465942,2035150.4566200115,2290176.432688833,1880795.7223203348,2125890.613997502,2033823.5863423068,2047525.5173921434,2140848.742804788,2197096.4245034275,1435035.6674325177,2098737.41348025,2401919.960433781,2377510.8360779886,1779216.1895476996,1743012.1164103816,,2008932.3258981116,2415001.9635121576,2398455.482711576,1874619.6914582176,2349479.2556447247,1784448.3126032348,2074449.6860682452,2112552.900973514,2259290.927538241,2297190.940439401,2101661.6865687906,2130900.350684652,2260077.7025489276
4517,322.57142857142856,2069370.1841027867,2257804.956925305,2031875.6609074813,2139627.6773769385,1880795.7223203348,,2062128.542933632,2130947.0376316914,2099133.877099199,2128388.2712482056,1344336.4414461986,2234594.7166214623,2508278.375563345,2302628.7872326095,1817204.9067653106,,,1894915.8955771455,2407844.307236779,2411099.3522384064,1899693.5186177846,2392080.6105171437,1763569.739445661,2110321.902646493,2060190.359237991,2352784.8144851252,2304312.955828166,2101661.6865687906,2059903.587930378,2334777.0166424904
4518,322.6428571428571,2088341.832442096,2140134.829998563,,2085558.1470076842,1880795.7223203348,2318930.9570999807,2031408.2910750313,2116758.2367372895,2157428.1793420883,2176213.6594467643,1451483.7984418306,2275602.3733068816,2361092.9987037997,2163007.9439856736,1765600.477773003,1706935.93555987,,2029784.8606422285,2407844.307236779,2532007.735388988,1910897.202000952,2379656.672615066,1814628.4050434716,2108822.4503025375,2006910.7842047273,2402621.175395125,2446692.7723339405,2044619.5922089252,2094714.0371762079,2324253.124589511
4519,322.7142857142857,2132945.3580033495,2156591.1716868947,2122013.3229086343,2089363.6546917292,,2172915.8027863456,2052365.8234170212,2248451.820343012,2255033.4390942487,2140381.066408971,1423491.0669478227,2254966.2720741583,2302459.5722567895,2273088.371372467,1693420.2352088748,1783663.5996392777,,1915248.673427176,2407844.307236779,2331546.0110209393,1808563.660802065,2477764.8075316004,1759151.6604824546,2057353.8874293352,1976001.0311421803,2464518.3656431683,2193568.9939486734,2037066.7228583025,2084350.9821828161,2275569.623428546
4520,322.7857142857143,2142860.1602599416,2136518.3728493974,2111302.663925144,2168307.3831959404,1880795.7223203348,2122002.034373917,2064468.3483156583,2005239.1699691308,2174181.839876942,2026563.2207261967,1493928.5817874642,2332591.153114122,2446910.215181176,2309003.5758122695,1733204.306666429,,,1976446.620302179,2428267.67846434,2405971.9238964543,1870477.6444503297,2428872.2415877427,1763932.8931169354,2034734.423271385,2014476.56163661,2535384.6463132487,2275760.2715596184,2042166.3713630717,2155620.5955782305,2180940.9413906084
4521,322.85714285714283,2144356.76397558,2104535.4522526953,2029918.548193464,2034656.250902618,,2260530.6201797226,1987557.466219355,1916734.6324941183,2075917.0169264814,2090845.1446322966,1502065.7270990717,2371796.773002439,2329756.583482022,2198610.617626736,1595061.586347431,,,1961370.3062554994,2428267.67846434,2266959.9881805093,1829590.5351855543,2439681.636467916,1779666.2259225426,2023830.2019540656,2044542.8799758127,2360516.183571841,2361414.994176357,2031493.6800884767,2102098.8841552637,2110175.774134828
4522,322.9285714285714,2134451.2747523086,,1969194.4461361475,2139454.3782090377,,2044451.0422405729,1947713.4363594712,1987331.797249094,2141032.365467595,2113087.1890700976,1434673.9517994234,2195177.6458106427,2405361.745422405,2230865.078970823,1768412.8440036795,1745209.6606870291,,1974591.76047695,2437052.162648751,2377139.941121244,1837404.1665735415,2445388.1995893773,1758597.4068443892,2034012.1645542977,2054215.8259945696,2368896.875311643,2359522.8950343924,2031493.6800884767,2081722.5560937948,2237679.7387973256
4523,323.0,2120263.9422441814,2234847.6915260926,2082330.4732343922,2150453.135407702,,1933991.938383991,1955066.1766755627,1990583.5516935496,2254291.4195054313,2082855.2257159627,1436481.7989307349,2198068.5670249453,2270425.2226492376,2157380.5611502165,1665827.9066566406,,,1973177.0967438736,2626500.9682658236,2495239.681013822,1882535.5994973723,2426394.419738762,1825461.064820497,2020387.489530749,2035944.2509635843,2334386.528379286,2438043.2980124517,2032040.6786128017,2073964.8716447211,2270081.9468808477
4524,323.07142857142856,2070490.9518239836,2368972.0287446994,2141291.569379752,2294071.1700712694,,2009272.938358611,1988245.515929681,2162588.1224095467,2129087.7950809216,2043077.0331440493,1436481.7989307349,2194861.2892891616,2310722.389728686,2164953.685726239,1765870.514045944,,,2081453.6301396817,2641748.313843195,2434549.2899777447,1938169.8772624729,2373204.459157923,1822171.667326211,2055089.9954614888,2017215.6696694829,2353583.7800794737,2442222.7907848265,2023686.5472003936,2036873.473916623,2345151.7962204833
4525,323.1428571428571,2124084.670925333,2421856.88625413,2121757.426464644,2121623.2611101074,,2183803.9175320524,2006406.6390204858,2115566.1516590323,2271780.457203297,2300558.2577706943,1405915.478339226,2278356.240217682,2314558.4883267176,2090223.6000357063,1692866.5702573983,,,1962230.1887596336,2438047.2205742076,2401156.3001709627,1847661.262958164,2494682.5823713597,1781964.3429418274,2119553.389906283,2022744.335128799,2326335.2853810065,2336945.608023171,2018057.9080290485,2107497.830794059,2368161.5323028155
4526,323.2142857142857,2098626.8034970225,2121914.2300411756,2007410.5291044074,2138149.877775408,,2113339.0924833054,1975070.8455389126,1983508.7113646395,2259629.584757677,2163286.2928162203,1407526.1149534436,2260623.553997646,2333062.1321319994,2246367.7781281113,1736192.0758970021,,,2085985.5834529318,2665938.299669668,2644615.853191156,1831320.8331208976,2478916.449325503,1819744.6518619994,2074465.2646391063,2109683.474440206,2382602.900490134,2370760.4690631013,2040207.0479834208,2134667.3076182664,2251342.4264949732
4527,323.2857142857143,2106698.1462605083,2336646.6816426297,2106017.3336742264,2003492.311979174,,2045442.5272675138,1979572.2192231598,2242814.4637345066,2149420.4342757836,2117157.72958113,1425765.406749832,2124845.7213473828,2269351.441361536,2184622.766868196,1648490.0562003762,,,2041360.4373096277,2237826.552361028,2715805.195999058,1902927.5757104347,2426665.266748784,1798007.2009532587,2062678.4849780193,2112546.7217202364,2330338.9481886295,2298749.3522270448,2050644.211179601,2056754.1204250483,2430827.743060209
4528,323.35714285714283,2100405.590852837,2232263.913884934,2070398.4731033365,2003991.1622165837,,1942365.325555667,2045854.8195156648,2096188.9698396304,2117755.1135101845,2219706.5718492046,1437384.9842936378,2218109.213135709,2259971.5313339927,2233780.2716770815,1722449.555094654,1651260.6692775653,,2012572.6867366566,2237826.552361028,2678170.0573763954,2005301.7338784833,2378908.4386463594,1822564.895074841,1973760.439524522,2138572.881501975,2330413.5022838796,2507608.6244199066,2051151.1703200513,2064224.1130268695,2285041.1028432427
4529,323.4285714285714,2110042.90684935,2091840.546287906,2154500.592572439,2140157.8364206175,,2136924.2284345184,2012181.157511129,1988319.6603551884,2029070.9488054176,2324511.628917945,1434962.1854871584,2076322.7169808634,2521412.2827219176,2195080.3258145778,1742523.631096519,1653092.4584357487,,2120640.9161621635,2208109.8496801592,2539856.6707342095,1874899.502065211,2471490.8005855107,1819129.8669867676,1954714.738311288,2085302.5414272966,2435941.582205168,2322088.269015064,2090773.0204111962,2097568.6472338983,2326587.845418707
4530,323.5,2101282.7331731413,2210782.764348661,2107798.4864042117,2072664.6527752653,,2106203.2726346874,1971224.0381726972,2162618.809384048,1992589.0671039121,1948678.213233284,1447965.2086670804,2161001.604730097,2222730.4551993986,2214540.7495824615,1654068.9054746688,,,2069379.6848366207,2405441.549954722,2471380.4340915065,1869139.0805387483,2535263.5584618,1767506.781600151,2043723.0951356941,2133967.1565379417,2385801.98497473,2345754.4589991374,2042858.6076117288,2122691.4348572735,2336789.412593585
4531,323.57142857142856,2073480.124868707,,1935858.9032288478,1911189.2179860692,,2176903.629313738,2033549.0455834446,1982392.2999144625,1968483.4036701308,2070840.7155918619,1460323.7521041753,1956227.1399855749,2292899.486087826,2336629.899033253,1727399.3625925095,,,2115864.8683584593,2409604.473523733,2410063.1975009544,1860269.9502956886,2552359.8216190543,1780037.5708142857,2096504.6884217006,2106778.347291162,2406188.5311449426,2362340.4770346032,2075975.2727988919,2126714.298169198,2370742.114067713
4532,323.6428571428571,2101239.5500155315,2248789.704482305,2042903.2798280544,2144106.6563082035,,,2075521.8362411994,2098654.5100302882,1949606.895380297,2368424.092494186,1456586.0122783945,2076512.0663145361,2293460.294061185,2192286.1000398323,1740890.3733229556,,,2022490.342209569,2409604.473523733,2321943.1214197637,1837020.3670059538,2424515.423883144,1794170.146212096,2071306.679546888,2029702.759473662,2349815.1026336146,2384160.0795123926,2062447.1672312615,2068658.2799688035,2413776.8917866857
4533,323.7142857142857,2086044.057860645,,2118169.9560577227,2136565.3112040507,,2128408.9830659437,2110745.4769017575,2058568.3888927023,1949606.895380297,2298902.395612709,1420974.7344042845,2309595.7114462573,2473950.5443469244,2316928.70758612,1597944.1644043732,,,2097142.377728591,2297994.9665521677,2348779.5924078277,1916452.388198925,2441820.9951407523,1752877.7276423557,2109359.2186869727,2130568.3182568285,2404456.29528954,2230734.8841989767,2015752.8946184227,2103990.957071782,2355513.8344648494
4534,323.7857142857143,2202800.5986616164,2242511.0260584527,2109997.621982695,2227064.8873171858,,,2046814.971694978,2099148.9775223536,1944094.9640931538,2466829.0981223173,1420974.7344042845,2182899.2070412748,2723593.2936615516,2413284.1595059717,1798180.3729276783,,,2070345.3790220164,2380002.5107086664,2605120.702453253,1883487.6184595143,2447510.596435212,1805771.9179994855,2096829.7036581882,2053416.4347399895,2327450.884215864,2505056.8755511865,2064310.0582876354,2140795.9928460433,2445137.470516924
4535,323.85714285714283,2130572.2254188927,2089668.9761526766,2231475.3692129278,1922036.9723832086,1938965.1856929536,,2076979.2562782916,1920712.5485144267,1944094.9640931538,2193378.7393403617,1443950.7087534661,2110459.6345610227,2332464.4600343085,2236599.095566013,1742181.928230236,1830104.737282726,,2026372.4150190349,2460760.1590482756,2610294.9316674275,1891686.0031179711,2474833.6668987363,1784906.3789978817,2099240.9942740994,2080393.9894625116,2341945.6601281203,2446812.4705930394,2033317.5216746447,2053583.9596989343,2430246.1863511447
4536,323.9285714285714,2194876.325818448,2045050.7793108223,1972859.258425449,2039355.915831581,1910770.9199955002,,2051561.2535318895,2117006.687690925,1955430.7847405595,2124049.782959,1421710.175668314,2072709.6869528494,2451395.247266173,2218641.1528083696,1699471.7176968986,,,,2387051.558685003,2393574.177979582,1980819.0834400605,2450025.445976894,1771880.1202840805,2025412.631313935,2055099.9272312475,2337991.1586820623,2376194.598283084,2041739.2581046743,2067699.54962499,2393287.687571507
4537,324.0,2149000.1853246856,,2126481.401198437,2029182.6929818492,1966875.4235965176,,2057488.7386950564,1919811.324107477,1947543.4302090725,1956346.934488373,1421700.4025715464,2130913.0579613606,2422562.6011122833,2478199.926604973,1657977.2901989159,1743527.640430891,,1900338.9167265173,2490957.1064661825,2658940.533564554,1978408.23277063,2490203.5515697417,1859006.7227084255,1989762.5902104268,2090313.75475383,2407976.172134742,2414179.066737868,2034314.3062305949,2055444.3111317013,2438567.03290238
4538,324.07142857142856,2128006.8473096685,2145628.452503192,2204532.943604722,1846530.3454565872,1983932.8577548189,,2057488.7386950564,1807656.8806231269,1947543.4302090725,2079652.5536553413,1418969.0423578867,2104491.9791778456,2464674.2236951115,2268078.888111626,1598360.6748114892,1719048.200605878,,1942617.5853912567,2478737.3271446894,2595062.0661067916,1844308.8152502156,2476404.4061702504,1746104.6359195244,2009859.2684811677,2084888.602088151,2379508.5426841117,2383973.4908944,2064222.9553485154,2008988.8987966657,2358107.906682817
