Condition_mM,Track,Modality,DynamicRangePct,OnsetTime_s
750,0002_3,Volume,28.08877986461519,150.64285714285714
750,0002_4,Volume,40.274172969573854,106.64285714285714
750,0002_5,Volume,8.61727395794341,121.64285714285714
750,0003_1,Volume,27.38509857140299,132.5
750,0003_2,Volume,10.555775506899707,150.57142857142856
750,0003_3,Volume,16.81733796226989,148.0
750,0003_4,Volume,20.198640878283882,177.35714285714286
750,0003_5,Volume,22.802585816548515,75.92857142857143
750,0003_6,Volume,29.8450942739388,81.85714285714285
750,0003_7,Volume,38.881532393282896,183.85714285714283
750,0003_8,Volume,28.81435377839577,152.92857142857142
850,0002_2,Volume,23.0311999055057,140.14285714285714
850,0002_3,Volume,18.664849386062258,140.64285714285714
850,0003_1,Volume,41.516687498808594,186.85714285714283
850,0003_10,Volume,20.603340805565523,38.92857142857142
850,0003_2,Volume,12.770226304671425,172.64285714285714
850,0003_3,Volume,9.278201245168475,155.85714285714286
850,0003_4,Volume,28.03136806757169,149.0
850,0003_5,Volume,19.644435307158318,133.14285714285714
850,0003_6,Volume,17.533995303054056,130.85714285714286
850,0003_7,Volume,6.57843628553978,7.071428571428571
850,0003_8,Volume,15.049955826187471,150.42857142857142
850,0003_9,Volume,35.91556986385143,166.57142857142856
850,0004_1,Volume,18.552429893919253,168.7142857142857
850,0004_2,Volume,31.899827060785938,181.57142857142856
850,0004_3,Volume,19.654180140450976,182.5
850,0004_4,Volume,25.85981971106426,144.14285714285714
850,0004_5,Volume,12.213480532523562,157.2142857142857
850,0004_6,Volume,33.44700371070445,129.92857142857142
850,0004_7,Volume,11.449976210592496,143.57142857142856
850,0004_8,Volume,24.02110841057099,154.85714285714286
950,0001_1,Volume,16.814759885369,137.07142857142856
950,0001_2,Volume,31.19661884628553,129.57142857142856
950,0001_3,Volume,25.352050575332356,122.28571428571428
950,0001_4,Volume,28.624383195594675,146.64285714285714
950,0001_5,Volume,24.678996597264998,88.78571428571428
950,0001_6,Volume,20.306611604435915,121.78571428571428
950,0002_1,Volume,28.768179979078113,148.57142857142856
950,0002_2,Volume,26.384467667210913,125.78571428571428
950,0002_3,Volume,16.951912606657316,126.07142857142856
950,0002_4,Volume,17.646188288203362,59.85714285714285
950,0003_1,Volume,21.97550641042028,133.5
950,0003_10,Volume,14.727800885084989,131.57142857142856
950,0003_2,Volume,29.502729467137044,154.35714285714286
950,0003_3,Volume,18.18097004075119,168.5
950,0003_4,Volume,10.01435283950039,138.57142857142856
950,0003_5,Volume,21.859456960010107,144.0
950,0003_6,Volume,30.78562692690275,142.78571428571428
950,0003_7,Volume,42.60318497765832,73.71428571428571
950,0003_8,Volume,20.515840727821796,140.92857142857142
950,0003_9,Volume,25.37601036855503,146.5
950,0004_1,Volume,26.799043826547035,145.35714285714286
950,0004_10,Volume,36.27257886962397,126.21428571428572
950,0004_2,Volume,12.72200667234165,182.2142857142857
950,0004_3,Volume,21.206708887963728,153.92857142857142
950,0004_4,Volume,22.241774700910128,150.7142857142857
950,0004_5,Volume,12.939057612054768,163.85714285714286
950,0004_6,Volume,20.571280842037382,132.57142857142856
950,0004_7,Volume,30.785531104456453,73.64285714285714
950,0004_8,Volume,13.927171689816419,178.28571428571428
950,0004_9,Volume,37.58020848271076,167.0
1050,0001_1,Speed,99.45276552372991,28.85714285714285
1050,0001_2,Speed,48.30424377790594,4.785714285714286
1050,0001_3,Speed,98.3124160249834,34.57142857142857
1050,0001_4,Speed,99.51577754766276,36.85714285714285
1050,0001_5,Speed,98.54960745105701,59.0
1050,0001_6,Speed,99.19007649356976,35.357142857142854
1050,0001_7,Speed,97.9099242937279,43.57142857142857
1050,0001_8,Speed,99.33953557365442,24.57142857142857
1050,0001_9,Speed,98.96487173643806,35.64285714285714
1050,0001_10,Speed,97.94690627662614,43.92857142857142
1050,0002_1,Speed,99.18944724107543,19.21428571428571
1050,0002_2,Speed,99.21968479715848,60.57142857142857
1050,0002_3,Speed,92.24937974878384,7.642857142857142
1050,0002_4,Speed,99.30753757515825,29.5
1050,0002_5,Speed,98.22882954043622,4.714285714285714
1050,0002_6,Speed,38.56349382831798,6.571428571428571
1050,0002_7,Speed,99.79716231066534,51.85714285714285
1050,0003_1,Speed,99.49473763410143,72.64285714285714
1050,0003_2,Speed,98.94541194358038,49.64285714285714
1050,0003_3,Speed,99.56870821679506,19.642857142857142
1050,0003_4,Speed,98.83826671639949,37.64285714285714
1050,0003_5,Speed,99.03574569283381,42.71428571428572
1050,0003_6,Speed,97.7166238015762,48.0
