Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0003_4,0003_5,0004_1,0004_2,0004_3,0004_4,0004_5
4553,325.1428571428571,1614673.922225933,1684189.6535436385,2247343.7737931903,1792698.0950758487,,1801806.696094913,1699494.924363542,1459572.5101423787,1730006.181501556,1189989.2860225025,,1584432.2168842845,1781059.2234400802,1771080.6500384603,1477533.5497814605,1545754.2945667799,,1659784.4035269017
4554,325.2142857142857,1684554.5392230102,1605024.4753937987,1987598.751824465,1809787.2860891637,,1919257.3681641326,1529676.7315594007,1594578.9416338848,1619144.141471196,1204333.363266327,,1592123.248275622,1645271.3381283937,1928345.0944292054,1467290.5417799526,1552826.932977738,1666400.1052761963,1679227.9833639807
4555,325.2857142857143,1638786.222070783,1617854.937409347,2060070.9484205514,1775441.4637155219,,1950229.7686205273,1466666.9733360743,1663060.5152737934,1593325.5377136688,1246102.242531542,,1549749.6740519037,1625764.2884866307,1999273.8460316486,1428781.7575774607,1525924.039444716,1730386.315217805,1643493.3250836132
4556,325.35714285714283,1714321.7381693262,1593473.6131155016,1810705.640129388,1763678.0699036492,,1712027.4432181106,1594006.743399668,1537573.4732205882,1641936.6946951933,1277235.230136272,,1523746.2120071957,1792890.978520677,1848328.4947268763,1416236.6376231653,1468605.7577114673,,1769489.1019576974
4557,325.4285714285714,1521051.09003744,1676265.2746985666,2048905.1313398308,1692282.710569684,,1878694.3048928312,1474976.945500291,1562182.020718711,1647296.724760735,1297166.4593446776,,1528249.6261684403,1625164.815300141,1904884.6261162516,1420447.9646246035,1606850.4994984884,1794196.6297310991,1663589.6797329567
4558,325.5,1601574.3703612767,1692488.8647827646,2057423.7760416397,1712604.2416015991,,1862274.0543240146,1486390.713880057,1552712.6716298133,1693014.9509551602,1314790.404648422,,1513797.8555276983,1534141.1600922274,1805738.9368103063,1426292.0456476277,1601927.5222880838,1668983.2103645655,1711421.3333190025
4559,325.57142857142856,1589877.1243396606,1598533.2712089934,2022582.728126592,1807979.0615420695,,1931558.0948033917,1605738.2309656304,1724572.8913272773,1823541.7866201296,1289080.8458365188,2774118.066004061,1557153.629718705,1624882.5125928884,1946897.308978881,1419142.300373337,1657376.4809155893,1570890.900253577,1734021.2848212456
4560,325.6428571428571,1588223.879817541,1612409.1439762807,2168247.335349725,1733582.2663426157,,1998785.3902000885,1469894.395297798,1673165.6714233605,,1230642.237569192,,1589240.7500628976,1446653.9373578602,1845701.5690749025,1504255.225418515,1561926.5179657226,,1786944.2304573182
4561,325.7142857142857,1581027.5931480194,1547865.489689429,2086398.9753791958,1887771.5660193034,,1888217.2834601873,1484683.3817928906,1608093.3496897495,,1155924.9470413073,,1605257.809194075,1475642.6820617185,1862662.4446431817,1464684.472633348,1531093.8563984078,,1805642.2153676832
4562,325.7857142857143,1505758.1043616044,1626170.6334749183,2067781.065545319,1849560.3317144224,,1842099.8159382516,1616209.6948713437,1537164.0615364856,,1209985.363657704,,1552901.1875461352,1601175.59028253,1944090.32889377,1512087.332240716,1552012.5572852585,1488633.6968477813,1649337.146991175
4563,325.85714285714283,1543727.3506532602,1600355.6137605596,2251478.6021320783,1815414.633830275,,1832198.7562295296,1488455.4024100269,1541461.6311322772,1780369.7293525212,1307193.5399774597,,1691463.1433312497,1576169.2621347434,1825993.0719674183,1522248.6107504484,1467276.4536819677,1586133.2258764815,1616747.429285655
4564,325.9285714285714,1511501.0351241538,1521550.5746444236,2154055.14998509,1758276.9127262253,,2142100.823875237,1452670.2468893633,1567613.0151817568,1575435.4255593023,1309040.4476291395,,,1533689.8667350563,1834393.021068708,1544505.0832109933,1561870.0707695852,1617546.3688743482,1740376.0301479942
4565,326.0,1485605.1024541464,1621548.063465116,1941933.8451837448,1836787.0656750582,,1941067.3567312756,1588111.0155528425,1596855.3435270565,1745165.891786574,1326824.8822610779,,,1575647.007450735,1873290.5525500635,1547805.5960789865,1429774.9240617766,1599321.37019458,1707127.4060503652
4566,326.07142857142856,1600856.207083525,1550050.7451612467,1911884.1624557015,1822889.8200189455,,1974400.5080729555,1446936.815852492,1531253.091704627,1809474.543908063,1323556.445059109,,,1540158.2438500049,1841411.1749606999,1517759.5217581382,1473954.7627003596,1750970.9898997652,1653343.9301578857
4567,326.1428571428571,1488004.8879832665,1551050.4959293217,2163043.0922984895,1757664.2982511,,1785991.6064543196,1523060.1174307556,1451206.5438320008,1666601.1170834433,1322426.5127536838,,,1587277.5374081188,1719076.1468315758,1517726.7627909884,1508178.4284095943,1667109.5278320024,1690154.6196933112
4568,326.2142857142857,1670650.0483695525,1536319.8015867698,2083757.4853963645,1776696.9847151183,,1844239.790633654,1623785.3748950206,1478958.1229455224,1810936.9575399044,1324626.0636313858,,,1497043.9212537634,2064444.5445492496,1508543.2304288635,1467205.8907834308,1638218.2237500204,1668556.3451577213
4569,326.2857142857143,1695098.6502763582,1573529.2573434198,1974437.9041233493,1685105.1683176132,,1872714.742535764,1435141.3697764054,1466716.8288455138,1605659.5305567752,1216383.3104360227,,,1481791.1456186946,1877940.2889709754,1445334.542687564,1427179.4918225328,1697346.7653680954,1793401.75709031
4570,326.35714285714283,1618404.032513109,1676331.3999470747,2230682.5690989196,1769200.4369074388,,1769537.5203424778,1451280.5492530672,1518491.6724119675,1819191.8450871252,1390641.4461954546,,,1459003.9473464696,1962608.6336294815,1445334.542687564,1467695.3507410265,1792019.8318102055,1711743.8702521045
4571,326.4285714285714,1563245.7113792757,1585293.5394129502,2209916.8379626833,1767293.3777328215,,1699330.0541292687,1427981.4837940081,1558118.2632635934,1667051.883672687,1238076.6477066227,,,1479655.5582340246,1851375.2948499604,1445334.542687564,1467695.3507410265,1708516.0611543546,1732563.7183071258
4572,326.5,1577272.0085454197,1778561.4636444203,2183994.7291770065,1724443.0812915605,,1653534.6712661888,1436499.0635677474,1467775.6561588366,1609431.0573846542,1136022.7944857012,,,1494757.7673044188,1797938.2574618396,1407351.266674322,1469866.3013115868,1824783.7139210368,1743060.1175691953
4573,326.57142857142856,1550006.634410004,1616144.1124941732,2179292.089815517,1675034.379349976,,,1626641.1560807915,1479853.552499523,1640186.6974063637,1067906.0987928747,,,1529628.555655572,1923789.688403741,1474615.3863044442,1487232.3591558626,1733681.237031409,1814723.972454645
4574,326.6428571428571,1559323.817859103,1657210.1653138057,2217782.054769879,1746633.6174172652,,1701410.0749471379,1585226.2598542778,1462455.3836687664,1671697.5381783338,,,,1582897.7687678619,1906890.0746407586,1477638.892270715,1471435.7382370774,1723116.272167517,1777826.625817622
4575,326.7142857142857,1539395.1008470065,1655226.704084987,2149736.2089874935,1678023.2404175866,,1668752.0050117949,1724197.7293034862,1561366.125817912,1783882.6098819044,1313910.0669730995,,,1603679.9772902871,1877225.3653325562,1385865.541570189,1466549.4107282592,1785420.5244690347,1794846.1033338667
4576,326.7857142857143,1491368.4474904884,1575973.6379872146,2151303.0453979233,1698777.10195527,,1642265.4347398947,1715169.275175652,1495503.8356336062,1689257.7214246774,1261140.8662629065,,,1519740.7761461367,1886767.4445105628,1462887.168029108,1520153.3155746239,1606452.5640989826,1878645.9181342588
4577,326.85714285714283,1509125.1078441348,1635265.184745368,2059779.0575875395,1747540.944536059,,1529775.0300387621,1556823.8111463585,1504561.9584784003,1843880.9717486366,1213368.6018124705,,,1524557.2689185939,1825088.9711999123,1463846.1630214783,1498540.2572942495,1780429.8182263973,1733996.508708468
4578,326.9285714285714,1478444.2172403678,1681539.009536648,2129840.445545435,1699289.876703885,,1681690.2314458112,1577989.9231796574,1514276.27169657,1727967.4512193121,1243257.656403732,,,1634531.1418908325,1922535.6690482942,1460187.0148569762,1486108.6520855047,1664836.6518829525,1708769.6511697406
4579,327.0,1542921.3882048677,1596227.0717316484,1967210.7817048857,1682931.2388076792,,1688259.0636190916,1575573.414600691,1496049.418785319,1615316.4819880172,1299455.3857793922,,,1540677.775897934,1824972.3921581982,1461883.6909781646,1459609.015015507,1711323.954823891,1895533.4690693244
4580,327.07142857142856,1368674.7092221475,1640888.3494724936,1911039.9146842714,1685629.2197094066,,1696132.5033494232,1512863.3827540008,1486129.7052629467,1781764.862385972,,,,,1767602.7825397982,1434123.6738949476,1523718.2862269958,1681630.7424030667,1696046.273988723
4581,327.1428571428571,1546198.8860528145,1673872.6212653322,2026494.7136165155,1704209.197495835,,1706520.866624318,1517681.0404178596,1574410.9470706854,1768067.7231629854,1151580.6873327885,,,1519996.2626759594,1769547.5452985622,1429879.1942775855,1510893.665450106,1845692.3185209304,1715929.705873596
4582,327.2142857142857,1605502.0517817808,1709823.129263059,2016628.7579652097,1724384.218319669,,1746062.2605785395,1490657.049019661,1547909.1073755154,,,,,1526005.83592865,1841484.7340258546,1429879.1942775855,1506850.883740428,1792969.0749191067,1797334.828236054
4583,327.2857142857143,1581714.9341192592,1639288.8608258308,2180662.4996745656,1795458.2613527512,,1775373.7346558098,1519698.295220379,1542205.0410595438,1620152.0574748598,1262400.0890486913,,,1528606.8500797085,1893500.2561574862,1395869.848506503,1402011.80365769,,1849690.5225737114
4584,327.35714285714283,1481418.4566124598,1543226.8378303347,2084514.029717292,1791670.680622931,,1818198.8675077672,1521668.489622819,1561814.6222021915,1815377.7469690768,,,,1564006.2963415256,1973885.4086850968,1480122.9609449555,1456623.7226850956,,1804647.4907299955
4585,327.4285714285714,1536407.2024143848,1653481.911410428,2295821.22358297,1715860.2294416605,,1759671.902578361,1762480.9893869252,1524154.3529665086,1675036.295550481,1286096.3705634482,,,1698024.5163018694,1845213.0378381785,1514774.5054456575,1467874.3772780562,,1837605.452979278
4586,327.5,1578638.145319926,1753384.5769876025,2038804.870016497,1628539.2215667025,,1679435.3666990697,1551455.4577129548,1481561.734782276,1817648.6705585094,1124222.5774107382,,,1720742.3601926544,1816869.0276866863,1506908.3554721542,1476409.6875014347,,1861865.3961046026
4587,327.57142857142856,1716517.0210698894,1680131.8213523175,1973418.2795487961,1741451.7492321692,,1661495.256369727,1609366.0658334326,1473740.5377136816,1817403.052110509,1224551.4827295656,,,1409406.7063772937,1836301.6739636487,1475806.539080579,1417948.2650287526,,1743386.928019027
4588,327.6428571428571,1765132.30372171,1617913.5081115917,2124625.94889896,1671944.6989450506,,1623990.711543687,1569977.3275239652,1508587.7147334968,1875041.6574689837,1298866.378136144,,1494384.7495314039,1595790.2232458058,1770092.3062197596,1390304.907847836,1484500.723839427,1723394.7781994047,1730458.7596354447
4589,327.7142857142857,1577572.1070298536,1620587.7296350854,2033648.2551562074,1650892.6967191014,,1781436.0811820994,1583645.815936907,1526467.1348853095,1780277.428309717,,,1630435.6725373492,1467361.2134406655,1847476.9506431245,1424475.614123203,1493438.3343830209,1660597.2794322392,1711440.62839853
4590,327.7857142857143,1539446.778734713,1695109.2220991177,2112165.7987033003,1630092.4108297992,,1686618.938103599,1576677.8527509184,1476304.7404440357,,,,1657538.3177088292,1494666.6130494056,1926317.5802182988,,1611569.9330653697,1680159.883562138,1763238.4705761583
4591,327.85714285714283,1596958.876663966,1650333.510380999,2039146.3301078172,1721502.1435150714,,1642184.7248756355,1561714.6979491336,1568486.4707386233,1632488.0733591826,1295096.0059909257,,1586730.3444230973,1418764.8265224686,1919696.9098133058,,1716901.9423924037,1810116.1425886888,1702218.7216367454
4592,327.9285714285714,1700252.1403595305,1623810.0461073327,2073648.3171360665,1837429.7872674786,,1783123.1081855025,1573135.8375523796,1598715.3341123553,1739125.8544913123,1304611.897804349,,1647946.2813244557,1513416.5797060838,1895885.3242056605,1425817.3405301142,1541940.6657291919,1623094.763062923,1656331.0508057016
4593,328.0,1572852.2373072065,1610726.153333402,2088396.0735757754,1781300.7740161556,,1858862.35220145,1432857.4687866818,1599577.678161828,1664217.580324655,,,1661611.3615809905,1454514.6561954706,1869280.1233808615,1434839.7821471086,1571792.9584757984,1777308.0124733094,1738681.5588958266
4594,328.07142857142856,1601269.7259720392,1772291.3854505103,2025412.642802606,1744091.1064000253,,1809549.0540930203,1504495.0243731276,1605959.1982890186,1712876.0611851516,1235614.1130014323,,1630774.5853812976,1649775.0584426902,1877794.8565583744,1410485.2986089308,1643137.8785704295,1642900.8629776489,1627856.8009771728
4595,328.1428571428571,1528598.28636191,1772888.134254202,2144474.278274094,1874625.8608616295,,1845567.2733510484,1479506.5466985248,1581819.1197862283,1880350.56907182,1276905.2912117015,,1609368.122779795,1544974.0076117364,1867889.342523521,1366336.262353899,1588293.4350041682,1718758.7019477603,
4596,328.2142857142857,1629825.0701573645,1688712.7745756505,2080375.8299342117,1753270.2984115686,,1837646.9920654176,1543681.9332012425,1602527.391991039,1702461.701468333,1231421.900219965,,1623581.0471162328,1542573.4699281922,1948954.7778788272,1362877.6715017005,1589347.0288172015,1753421.9143179324,
4597,328.2857142857143,1548631.4391478787,1746415.8203945085,2151797.064719479,1740483.009056239,,1874245.24679446,1641208.6553203957,1591748.3963470648,1770903.0235901067,1255941.9248455819,,1670437.2086414688,1506905.566206529,1897488.9573836562,1408557.8982864881,1563458.4097628302,1729747.6817276122,1673771.1516059088
4598,328.35714285714283,1554859.1043133554,1656677.2057906527,2164899.695566892,1858157.3057987732,,1956056.720723639,1568317.5275980274,1503469.7941834524,1811051.8277638508,1302670.9274506865,,1577951.508444501,1494605.797319316,1877480.9251227065,1382406.3321337067,1567146.3592772705,1852617.4248153607,1792733.8588579847
4599,328.4285714285714,1549860.2947607927,1617678.741572067,2318203.9719952564,1778515.367625401,,1731763.1369484877,1594950.4930717794,1481758.5777354136,1775513.1040742043,1368003.5637002788,,1555079.8924336236,1483583.9578667097,2099028.446710718,1384250.3174125156,1505013.6667194897,1769860.781449887,1652666.2403684836
4600,328.5,1492996.5336782797,1503825.57145668,2111607.003461983,1700627.549706652,,1767385.10896053,1599904.0945915089,1460798.5885691585,1635782.1432120232,1256223.8123263754,,1519908.0385968906,1462609.7492655423,1977582.6220514143,1363070.7000904453,1592751.7941044576,1783405.855855461,1890551.079499232
4601,328.57142857142856,1580024.3285407657,1609642.006819227,2083336.2413324032,1798673.6591833266,,1856128.8516323261,1571836.8992961368,1404071.907465402,1815572.740546301,1307001.430674815,,1521509.5762507878,1588632.3366494246,1891604.2271201578,1446964.3785543654,1582435.341312396,1773040.9048701713,1731905.820813551
4602,328.6428571428571,1568604.2385444946,1526684.770522732,2168269.534700887,1841626.3719880513,,1813147.6511457015,1596623.6489525656,1478736.548394709,1675169.1775833953,1279020.1385229863,,1497916.0822943528,1433655.1282373844,1890740.6382863992,1440228.0196965497,1599825.5951887893,1800576.8217229247,1846307.4001489463
4603,328.7142857142857,1638902.8230410328,1503296.6288483483,2104396.5278835115,1856794.863573053,,1671322.8083412482,1608250.1314507693,1491104.7925287047,1774398.2205587164,1315146.2238176432,,1508109.6146275944,1473702.4876473162,1953878.5001865034,1458290.6778194776,1489582.3778922195,1696393.6882680503,1713487.7161700784
4604,328.7857142857143,1407706.8609318787,1493262.1531269278,2215602.9524908517,1754397.1648995646,,1832032.2147526848,1610518.7367655055,1510975.8683379854,1932979.1209642503,1304624.4665369329,,1598958.4661702903,1453442.425603379,1925175.8702426408,1470431.5310515298,1473233.7219172467,1838839.504568625,1556708.9091591144
4605,328.85714285714283,1490278.1066616029,1587007.810459867,2122231.052214792,1771445.4240026933,,1825072.732645574,1695487.9371011877,1516769.3207971856,1816094.1692680991,1237975.81688529,,1585252.5943035334,1454054.9437120445,1959294.323799017,1464457.1218449045,1467112.8560934025,1704005.3493861398,1753704.564212352
4606,328.9285714285714,1487648.2662515945,1566776.4927173932,2160731.455078892,1739055.3400201607,,1888429.2247339194,1599576.8412088328,1503338.9339649167,1827419.191349842,1234444.4671297322,,1759602.0144607667,1440223.5952750505,1842241.926353708,1414472.6818389923,1491675.3629049046,1627468.4435651675,1760048.6760302864
4607,329.0,1581265.219144762,1533027.8243326833,1969391.5194679038,1835510.8639944873,,1973356.2351344018,1506327.339002651,1485501.0684716296,1838868.686948502,1235481.9957229644,,1626025.3786180012,1518699.095377668,1868835.018201172,1391075.3453543019,1458003.0053131655,1510898.8357174802,1872150.6389403655
4608,329.07142857142856,1655827.6714108957,1500483.9952840048,2131043.7952413047,1706451.1238709253,,1882077.9967422145,1339521.8319965145,1511975.3264370898,1774489.5627159185,1164188.0439198804,,1630020.2317726016,1473286.3784530156,1912884.1575625904,,1560947.175457425,1692457.8229778644,1769990.9976995792
4609,329.1428571428571,1491863.1351471888,1511895.8355984627,1984128.134355546,1720112.719673943,,1841605.6835144788,1433089.3790377644,1500782.5077408107,1825585.1794315053,1160126.143040998,,1670279.6797818036,1510410.0874685885,1893130.7973952212,,1438762.4247399443,1694990.5742425777,1769990.9976995792
4610,329.2142857142857,1549679.1315244557,1560505.3973617533,1998256.8542896057,1751539.4233563226,,1831165.6387134476,1527734.8995266424,1502363.7202269507,1719257.3573440562,1161277.9950741574,,1638731.2657877814,1559301.4929060242,1855708.473807155,1530361.2143635894,1579129.450821268,1651128.889392385,
4611,329.2857142857143,1645437.081266287,1766801.1171483248,2144888.09290109,1742714.8652487036,,1912902.704755714,1511087.409830736,1499436.8859410582,1763725.615582665,1153274.1136240554,,1650167.0101006501,1580859.3762135876,1967225.3152369137,1565593.89666374,1644698.2571991526,1744158.7954926796,
4612,329.35714285714283,1484384.7303753768,1573848.9689176956,2167720.250153744,1793417.5811109284,,1949553.7997486384,1516203.2400817163,1495175.736712357,1672596.8855119227,1143273.914687002,,1601188.98815542,1524128.1899126084,1862234.084713269,1582527.3038244778,1645335.348209623,1740241.8379939075,
4613,329.4285714285714,1630430.8974650204,1638991.796455535,2081513.5038618282,1780169.8527326297,,1904976.5842039483,1533948.4039586259,1559485.3767194874,1779266.6852913215,1165711.2955993675,,1560167.9773275938,1591740.8089792638,1813447.3227947967,1584365.2190408497,1546517.0656962635,1700768.4888592793,
4614,329.5,1593229.9926358124,1722819.6916002051,2163878.880565681,1751575.8628319805,,1899398.2591590441,1576696.5721813806,1468691.523797894,1799243.0198094205,1167648.406189788,,1580235.2651578346,1659946.1046987518,1754007.0378536836,1593080.909684519,1567980.589402576,1792275.1401523065,
4615,329.57142857142856,1638438.8623742661,1551280.6553774523,2079293.1327366745,1706084.3239086012,,1973461.3842730427,1507945.4814355443,1562044.0344173054,1661515.3832277402,1167648.406189788,,1654620.6971408997,1478244.2611999502,1943950.3259821052,1593080.909684519,1578713.9536464177,1775459.1291857923,
4616,329.6428571428571,1530955.8704327568,1530497.5654581287,1994496.2674853352,1684840.832710331,,1959494.3927105134,1639963.9314192752,1596166.3044852575,1629253.2999573415,1165961.086022789,,1878627.9134575664,1464680.7991765386,1923520.2893108502,1593080.909684519,1598391.8566474179,1772778.989569131,
4617,329.7142857142857,1632130.1326828701,1616751.601996807,2035390.7788717614,1829381.828862897,,1835960.4379845643,1412883.022401693,1527142.4122967622,1725068.641444225,1151181.0191874383,,1669156.4240828368,1508370.2587886325,1800620.0742333937,1593080.909684519,1582682.864745567,1785885.3669286817,
4618,329.7857142857143,1586255.9223005734,1690304.8166943034,2121155.6700923042,1749910.8682865156,,1765312.0637633963,1540098.21851287,1580239.0424319617,1654630.2057033672,1161516.6509114231,,1650820.7560664646,1451985.544356669,2014575.127044128,1594868.585535928,1515983.5997255153,1738090.6952333155,
4619,329.85714285714283,1623869.5619173339,1734268.8640958047,1949044.5636092913,1618711.7152503745,,1900074.8956159577,1435021.2408596876,1509739.4769544567,1642134.21011233,1131819.77745295,,1684787.7969534209,1452602.9131990455,1941743.2250805192,1594868.585535928,1596618.9886169252,1566418.4679960592,
4620,329.9285714285714,1692888.2124261276,1706797.7318893403,2032965.4912233292,1597290.6833380647,,1890837.0050848806,1453530.7738019838,1488766.9083914908,,1144975.8755661636,,1617766.645750972,1407581.9130069432,1862234.4088279156,1564894.0897075136,1399962.9206404185,1836438.5799159736,
4621,330.0,1592033.3785929398,1562910.4290038238,2116808.347941072,1664578.4246208149,,1820357.2451838509,1456131.556701507,1544237.5029665628,,1158870.6282823533,,1692763.1185315878,1545200.3033267946,1958293.299822442,1578254.8527708421,1637122.9082737034,1785227.8873113343,
4622,330.07142857142856,1604710.3536998162,1581668.6331769647,2157834.044877475,1733422.0279618243,,1764263.5298085792,1442003.9290986496,1552265.4939323035,,1224846.902569776,,1752097.0556792025,1492180.4597335614,1905664.6282675085,1586675.5967907312,1383625.8067103985,1681137.144017633,
4623,330.1428571428571,1631661.81701447,1654449.7885453193,2066090.5709682873,1748846.9515826912,,1659474.3957500858,1515271.526302686,1534800.7726355651,1736149.9843662707,1211365.944023499,,,1581085.2406002432,2066813.1953119712,1590121.8053801467,1519442.1736530892,1675843.1151707133,
4624,330.2142857142857,1638658.9418656218,1730968.8234054374,2195720.766903789,1748102.5355795873,,1482923.8337846694,1429666.5625189904,1394094.5121814427,1684228.972285061,1218659.6407095352,,1685741.5092161938,1519465.4758808436,1864446.2001169105,1590121.8053801467,1599044.1736640786,1766627.4963929944,
4625,330.2857142857143,1543087.0428380582,1616264.082286693,,1788625.49949244,,1605399.413025627,1498920.5535505577,1441600.4986879202,1693999.1995151017,1221319.496865875,,1658256.3156035806,1511416.9344465602,1861062.3331161356,1590121.8053801467,1534809.3528571445,1696865.594005181,1785110.3296355188
4626,330.35714285714283,1693667.900840112,1649815.3024443607,,1687497.9873515726,,1578002.5756202026,1670658.657479929,1629975.1263465693,1675872.5668275869,1221319.496865875,,,1579637.2387585305,1986271.7199188569,1590121.8053801467,1514308.903041906,1915432.2417039073,1764660.5191179593
4627,330.4285714285714,1573841.4306677545,1568553.2079518435,,1666324.2912405813,,1493315.072078867,1685266.6486168057,1508849.6731309562,1792152.5391026891,1221319.496865875,,1696572.221292405,1615104.5872427206,1902235.1192710893,1593203.8211309088,1561037.9780099867,1788377.9574626444,
4628,330.5,1521932.397018802,1644639.3271730188,,1700107.2233772867,,1474780.2206204806,1572729.6616252854,1504108.475199549,,1194047.5798642815,,1715535.715494991,1614538.7681682874,1960343.3278838273,1594378.1627660238,1543312.3982499088,1910840.7662615618,
4629,330.57142857142856,1600292.7813677208,1707058.135288489,,1642770.1198279,,1583180.6391011872,1508828.6544171546,1552421.179779355,,1161130.0746300293,,1705750.8305168746,1542342.1452135565,1912382.5053046003,1594378.1627660238,1543312.3982499088,1843231.1947430745,
4630,330.6428571428571,1570052.1915169647,1709889.8556952414,,1680447.3156206163,,1578702.5479514524,1492467.5815636548,1544992.0061934325,1722001.2081043764,1186807.898553938,,1549847.5140411917,1565111.6061064904,1962327.0367169615,1386842.0004679973,1510723.3397862036,1778657.3440019272,
4631,330.7142857142857,1582153.6434717393,1697913.248004468,1977837.1070331736,1698343.355632404,,1516980.907619668,1499623.8662902564,1541400.1982894961,1746644.2885083645,1214448.4046526977,,1540614.1580177993,1592446.7368986744,1860494.0636119826,1381760.8596752265,1492892.4135579774,1694929.5338022786,
4632,330.7857142857143,1666633.586794403,1758974.5555277388,1956435.0036036107,1769522.46659229,,1527837.5280973415,1586752.570423412,1495068.3260173444,,1202172.9790240384,,1523638.8737757858,1687680.2722071584,1794219.3213938049,1446863.4946909219,1509934.923366035,1695881.0911369042,
4633,330.85714285714283,1553187.9744229247,1600155.624362426,2121583.2881377474,1720923.498588386,,1557354.9763924328,1661611.3436160712,1519475.2701169318,,1194093.0882919577,,1457575.7634325586,1692889.495933204,1991877.8721293588,1560288.6281319486,1492778.3127418002,1662611.4809576967,
4634,330.9285714285714,1672634.7585838092,1641367.961434257,2009601.21305674,1662449.598315156,,1599402.5934560876,1690283.328574903,1506472.907847495,1640388.9953944157,1186734.0672929063,,1464714.7451799875,1524189.3143621765,1848194.339427495,1603500.5136081818,1536420.1666163357,1659968.4265846135,
4635,331.0,1630651.651515812,1552228.5449806533,2139903.9455571533,1687264.7603606533,,1817047.2020763939,1656740.3741276036,1514986.865024725,,1186734.0672929063,,1434130.1258544046,1664930.1126990188,1831561.8789709397,1603500.5136081818,1618124.8366661004,1803430.2864410714,
4636,331.07142857142856,1622421.6269102192,1522648.992261444,2176258.041092135,1552648.7229852057,,1683825.5764615156,1621557.7383246543,1532059.0100718618,1689938.668878441,1116396.3505206027,,1421255.8001207844,1643528.222781121,1838211.9476296338,1594379.179469974,1624769.7624475665,1596234.0157868578,
4637,331.1428571428571,1584569.2206869952,1489623.4862831421,2025875.7901637806,1502291.8132823252,,1759420.2066912667,1606844.706441928,1705182.4012379753,1674564.3888990309,1129028.451103066,,1408611.5186904564,1618680.1474304604,1867480.5279060963,1574469.765154794,1605375.1499500964,1578177.2348487803,
4638,331.2142857142857,1759596.0571761783,1552190.5097119934,2177727.5012453366,1607616.5574854703,,1720511.9259107353,1471325.2165978411,1470134.4221620935,1649937.426424061,1131632.841891682,,,1535724.2148357725,1901240.6746690618,1552475.5500362755,1503496.8139402883,1532054.315533202,
4639,331.2857142857143,1541423.0979238588,1497472.5428054256,2173243.2055206173,1636860.3793705562,,1905078.618153516,1563032.0554158632,1488644.2969311099,1761312.7049320803,1115448.0930224902,,1709395.9721345943,,1840582.6128705356,1602441.851734162,1495770.2704849509,1584324.138677087,
4640,331.35714285714283,,1665825.790224271,2112354.7047681566,1759108.2379581558,,1645936.8684339533,1690801.5423026779,1548746.1002979244,1554458.535228183,1137859.6872112711,,1691927.5644284294,1639555.9279461952,1893520.3128345464,1381469.6908000852,1466428.0260705377,1587729.0342962232,
4641,331.4285714285714,1628707.6913435012,1751427.5969240654,2111286.475696167,1760253.1631270305,,1887432.6515494552,1586597.0403875052,1546263.3531078496,,1133164.8247348678,,1640170.997558775,1529598.7966162898,1898812.764489966,1575247.38489904,1526154.211587598,1555346.685333974,
4642,331.5,1702847.5781063696,1835837.401781434,,1651039.3420734026,,1691712.9159771625,1636019.0036775123,1670986.6758125953,1724690.422028344,1135490.1710525197,,,1604608.3881836582,1828890.0997961955,1561062.7164518056,1540469.887755135,1604707.063992859,
4643,331.57142857142856,1675258.722744071,1794728.5656267903,,1616794.513865749,,1686626.7022604202,1538188.3957283653,1615424.2318042673,1763468.8507686441,1174364.5222615316,,1604029.105455114,1578343.8154541866,1838679.1337751835,1556497.080607319,1541638.2140597533,1631614.2663462895,
4644,331.6428571428571,1549828.596101402,1670770.5572988437,,1735303.5735737786,,1903952.487292536,1602387.3644057564,1526993.7933500546,1628415.5486370397,1134218.8060729802,,1611555.3032000773,1551786.6369972203,1895232.7522347728,1541926.6529627857,1497625.4782523694,1722115.4223626547,
4645,331.7142857142857,1648722.577736498,1691457.3973705063,,1713496.2975921214,,1694943.487755235,1576704.0436076068,1573423.2875668493,1789345.384993612,1154150.9330168723,,1612824.5557241952,1516323.0897693678,1880639.708544991,1540130.496838086,1542387.998830172,1755077.5834989864,
4646,331.7857142857143,1622246.5033301616,1741114.2838206145,,1795507.236717895,,1854818.5016369964,1560672.9706018763,1416395.5495897227,1586869.47776935,1130696.432877902,,1591268.9546326331,1480193.8672764201,1851970.0990710987,1506793.4192571293,1492552.6279769216,1528328.3733694907,
4647,331.85714285714283,1640574.12786133,1603828.5867425154,,1707112.2827318127,,1830990.6563448973,1640001.4866861796,1457571.1630814571,1691879.058265361,1135367.0295211796,,1580445.825632691,1557130.928358373,1881528.2849676146,1512860.1572202395,1472146.1066150302,1641435.3301295466,
4648,331.9285714285714,1635686.8969608732,1613974.7039446107,,1816841.7550091944,,1778035.1391917057,1567108.2965583305,1513065.9413292326,1869132.044206788,1136948.0471048816,,1695055.636973311,1570696.0614075265,1894586.9217213744,1575302.8308627624,1460877.1361606373,1629950.9268386413,
4649,332.0,1658080.636176623,1585947.6514847856,,1840529.3351241972,,1915468.2455986235,1552783.7852260151,1544763.5821319583,1733896.0110980372,1175803.718575659,,1732418.9814062465,1607920.3498478832,1995202.1652663494,1526485.476013391,1460877.1361606373,1663738.0078064457,
