Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0003_4,0003_5,0004_1,0004_2,0004_3,0004_4,0004_5
1098,78.35714285714285,1522518.662681696,,2221106.6019846546,1956547.7593597455,2500804.0872205296,2283756.318171695,1835685.7781666964,,1902205.3604568332,1849869.6666149627,,1949176.852270276,,2184367.0858369535,1514030.6813523315,1814589.6509800586,1961297.7828785204,1966410.2265022332
1099,78.42857142857143,1870808.49394783,,2397483.337119149,2181338.8091678875,2417546.9484175537,2190007.4563918356,1759227.4266254741,,1991411.8479024412,1718555.7107213435,,1648614.3697921243,,2272797.2482408173,1533097.584701282,,1962292.4750255235,1697521.1118170135
1100,78.5,1853695.3900711336,,2195918.3055162397,2119022.103179439,2504620.6621526517,2112363.1145897345,1907315.8983459484,,2021630.8950236542,1673586.3000678695,,1766939.3291901117,,2344879.549898375,1683305.8363989375,1718646.3693827398,2043148.0552907907,1857632.9610877843
1101,78.57142857142857,1767598.6225162558,,2275676.254608275,2092962.2781315818,2360583.396118066,2160380.2137472765,,,,1865265.2409562736,,1602306.7344847207,,2389097.935975316,1511959.2789921928,1708568.866667398,2023437.9163214634,1894910.1876003793
1102,78.64285714285714,1725777.460333603,,2326004.9600699274,,2371164.3903141343,2076709.229186968,,,1874688.9695884255,1740562.900966451,,1666705.3699823092,,2234884.473132834,1601218.2008860144,1703123.9168052801,2086813.8263929219,1901308.354762089
1103,78.71428571428571,1771309.7743674805,,2266171.0263654212,2065617.803125272,2253233.565306333,2184511.1036108537,1758043.605865464,,1973363.689026772,1611974.0242612592,,1840679.2921920104,,2284788.704325827,1646356.1573236573,,2138667.301902788,1854704.7590617684
1104,78.78571428571428,1646224.1741519552,,2185534.3170419293,2059448.045346659,2277694.551836218,2038526.5532627436,1745029.0150820906,,1813971.5655857064,,,1852248.614829596,,2170463.0682115452,1599838.073224646,1672667.7692715453,1948869.271514304,1915241.342303177
1105,78.85714285714285,1568131.3752543451,,2390450.356919972,2192140.7902313625,,2153516.9539368427,,,1789104.0833166598,1647640.2044663907,,1832110.465446265,,2103499.6859791125,1582712.5284464092,,1863914.7725475354,1737839.5096838183
1106,78.92857142857143,1515331.946492961,,2483550.89973113,1976129.116115908,,1995602.170868569,1883131.7373121167,,1841765.3697102673,1525512.6600759544,,1656152.7123331167,,2299236.280473707,1688294.4257550181,1608505.2258396726,1847575.8479358833,1782642.8036023753
1107,79.0,1524491.7038154372,,2375937.1585009783,2029630.2552016198,,2049317.5158057865,,,2131653.868898276,1690559.0860817465,,1785745.360159675,,2229902.8655617908,1841542.2508990907,1845486.2999173522,2095250.208168875,1928020.556731588
1108,79.07142857142857,1520507.383973362,,2291347.2422638126,,,2040876.304445611,,,1987330.9564057696,1783972.7214444538,,1855247.8348675799,,2235332.331482565,1640368.154903405,1697600.0015241085,2104364.4077213276,1902935.574591787
1109,79.14285714285714,1517063.5474353314,,2226252.2400653334,2180108.119866555,,1956963.762940112,,1760203.152997099,1819825.5010031785,1706482.6073174803,,1857649.5292227718,,2272732.8823499996,1729287.1680905786,1815578.2229431968,1995494.4656848626,1772834.8400364837
1110,79.21428571428571,1598956.9628446142,2096622.5964105949,2367699.787379731,2037297.8945947727,,1856830.5624112547,,1922356.6099418856,1744895.14070259,1827423.2759290044,,1624820.0091773276,,2391419.519851861,,,1964355.6400749423,1975930.3795824838
1111,79.28571428571428,1483144.3433054478,,2468687.0855203653,2195621.1016158448,,,1590076.583331735,,1704091.5859941184,1692230.013914082,,1716976.03223897,,2151945.3677578736,1677717.2485096408,1788600.0995786097,1745890.0742654353,1892596.4495431997
1112,79.35714285714285,1604980.2359229801,2102811.7157513937,2288151.2623579977,,,1650606.1666617636,1627745.749904182,,1677889.5441399545,1698539.811155078,,1689756.7705986216,,2331662.1560304384,1740265.6782272705,,1779772.272990294,1878720.5326470318
1113,79.42857142857143,1658978.381052702,2014022.8505179181,2275468.6662989366,2137789.6251201085,2629372.362794457,1607272.4953220652,1504956.99756648,,,1695358.3471785039,,1656825.7746894455,,2372272.6504201596,1858587.8635403977,1779274.0847079789,1868070.8957668918,1508729.5757727553
1114,79.5,1750788.347694524,1949294.4682753033,2241340.117681551,2225183.1138242236,2078443.283281886,2092038.6441428831,,,1677889.5441399545,1669352.4624061254,,1633033.7791704575,,2295303.6456814483,1640387.5025181936,1743789.1472769657,2100874.570602733,1648471.9274582877
1115,79.57142857142857,1739812.7493032406,,2235182.9182236553,2081627.25280727,,2052013.428963116,,,,1661192.8429994502,,1663894.3321695568,,2202333.8229906806,1734792.0701329086,1611621.5860367427,1950562.7462283268,1758483.206350294
1116,79.64285714285714,1670460.787029481,1970587.9900255192,2199541.5050856923,1899593.3699454446,2233334.46244954,2124265.0047697797,1640172.409830245,,,1653685.4331936582,,1695325.5249990071,,2356926.1687265206,1716961.9516485115,1686115.5701352756,1867426.8915142235,
1117,79.71428571428571,1693034.371317615,2037113.3906194302,2285625.597832721,2126916.452189735,,2200396.65279698,1823972.146638799,,1677889.5441399545,1652132.7166191232,,1749200.323005806,,,1703985.1408155195,,1740025.815971687,1804181.8474605016
1118,79.78571428571428,1617151.200131044,1901153.9075152501,2442950.915998344,2193150.733272164,,2134607.7727450076,1932678.9931251528,,,1592060.068480161,,1821443.1916701077,,2294923.9653427615,1766110.139323585,1853771.7545794966,1801922.0404524605,1960591.8635120844
1119,79.85714285714285,1580214.920067675,,2419733.327341187,2094229.484767116,,2090243.6440650767,1752635.9210364318,,,1723525.7185875962,,1843461.1417506787,,2012686.9382057856,1666663.793938907,1757679.2352154786,1801922.0404524605,1706773.7464044243
1120,79.92857142857143,1716081.0021908688,2033363.305169939,2346320.2828346817,2034407.3024657927,,1969458.9716275777,1756152.9356074855,,,1674754.4589237543,,1793205.2574051237,,2281133.2876137076,1724375.3446949609,1878728.0064668471,,1811553.9543156053
1121,80.0,1635063.8237714681,,2225390.8648180366,2126134.1460705353,2284990.796125998,2130508.716482289,1765575.0778438556,,,1744360.228914582,,1849908.1745982345,,2064732.9026364011,1634164.391729736,,,1679141.5546199842
1122,80.07142857142857,1700158.861628867,,2307585.3516897256,2064599.5582907973,,2231724.062648716,1701568.5679725048,,,1634977.932578611,,1761620.5784841715,,2036928.8444256908,1626785.6944375809,,,1517410.2804701354
1123,80.14285714285714,1680449.800425342,,2262009.0929244184,1974218.7156659372,2437893.6637132075,2218809.6565233753,1735716.8272204972,1856743.2732595345,,,,1937558.7487670463,,2252494.9349749014,1562944.2941322746,,,1786057.658016583
1124,80.21428571428571,1625052.2533248353,2100965.8876152085,2120236.7768240697,2008384.6844637252,2285521.013737442,2304162.16098939,1683897.4723594128,1825596.0836457147,,,,1696128.545939068,,2201293.298182389,1476242.1084812207,1827097.0016933496,,1764186.8144820803
1125,80.28571428571428,1611737.8137862189,,2476058.231276854,2157806.8810537374,2066078.856566604,2013572.4038429044,1794883.3974473178,,,,,1838195.7324991387,,2048947.8544600955,1678139.8758028971,1870874.390206501,,1725336.0109264208
1126,80.35714285714285,1484862.0628191053,,2421981.1911682812,2045006.2526573257,2172843.242148038,2104155.926686896,1825357.4208350107,1810849.0573900272,,,,1783763.0098369324,,2338518.1037749676,,1663219.716618392,,1648600.9391749515
1127,80.42857142857143,1513681.5888000666,,,2222479.117291418,2261561.679501743,2079207.2552453706,1731914.0402680645,,,,,1753959.520454968,,2124984.6276431065,1795346.9053365989,,,1727267.3938756324
1128,80.5,1556500.4345129014,,2365185.3427839405,2044077.8086787092,2049586.5346829162,,1737154.3613053514,,1956999.5511574626,,,1624256.3098111313,,2174233.4064313658,1794763.2484456203,,,1793056.875903069
1129,80.57142857142857,,,2195698.009165208,2062522.064551528,2167637.089914506,,1723555.1598509885,,1929405.2059943953,,,1884965.0775986556,,2091767.773690013,1709748.0820461093,,,1801601.932086299
1130,80.64285714285714,1565685.8499065805,,2371389.783278924,2181883.41984393,2230647.5486509684,,1794407.8889729022,,1910944.5507631926,,,1819878.1635933507,,2250048.7881625104,1718719.616318077,1711436.3359429282,,1759185.3341181914
1131,80.71428571428571,,,2251729.267811842,2021458.3397440575,2425744.7864124035,,1871902.4461299104,1891166.4350910436,2071252.0295649404,,,1827456.504931098,,2212650.671566404,1750133.804413069,1789728.2583236308,2147951.7725030407,1776660.5114104806
1132,80.78571428571428,,2094273.0059784784,2325193.0593757965,2039565.622201297,2174557.9648575126,,1708095.2428919228,1803253.0621754671,,,,2007258.600231842,,2187884.4302310175,,1819738.1477749927,2048527.9366383562,1715028.470079792
1133,80.85714285714285,,,2329784.4969393075,1990650.7956833635,2403687.721671282,,1660875.44673044,1957842.0032700305,1840192.2663189475,1755093.9248207917,,1879041.7339751439,,2279579.0144712115,,1807574.0197097259,1783582.2648707787,1741794.9483868005
1134,80.92857142857143,,,2467200.6055359636,2043471.417459721,2472054.1768082073,,1580323.6773145136,,2043518.3408804466,1749630.6985732939,,1806277.8677685335,,2265428.557485907,1642593.9115370188,1893807.1876754116,1997786.1202785063,1790365.7900521567
1135,81.0,,,2277909.906943637,1904424.76220041,2283193.764734123,,1855400.50513166,1819534.9954782978,1946652.9075189568,1700382.7091347252,,2053444.2689513776,,,1665173.4863381765,1893807.1876754116,2055257.0963105531,1898862.592749202
1136,81.07142857142857,,2056140.0769040026,2286451.6346765584,1974934.8998663416,2331486.4456713228,1996137.2480638039,1687219.3630439558,,2058024.8337741524,1659923.7723065566,,1746122.9199249188,,1990470.2478007611,1622043.3814875185,,2000587.4892787684,1739134.946989417
1137,81.14285714285714,,,2414644.350225689,2073293.2308190297,2336802.888138161,2050289.9742779532,,1855563.5339301308,1905197.8802598782,1682025.79123379,,1937080.3090133455,,2227356.4758329066,1629620.9147282091,,1993725.3072398442,1959903.884082477
1138,81.21428571428571,,1872134.8278984379,2235577.1945372447,2121091.6361462832,2320955.27707125,1988053.126993078,1905111.1123195305,1784556.734659916,1863221.677465087,1768687.9971623213,,1934456.0879496248,,2183204.0219848705,1797464.3995153937,1839954.302264432,2158884.4807064775,1960683.069378816
1139,81.28571428571428,1580502.5313713555,,2350027.4644824774,2160600.411513697,2153947.666437159,1909680.5372673909,1748566.942931933,,1813552.8639245545,1609792.5585682155,,1880694.6431511547,,2103933.354056768,1763176.14923331,1828077.3309008235,1815755.8390597997,2040717.6999257288
1140,81.35714285714285,1519963.515334853,,2394416.5707444106,2109872.737552278,2092836.4679601234,1991033.5128351226,1822070.943072788,,,1723745.3196160397,,1884759.2381624253,,2262296.454758792,1770937.2214806248,1707611.3623506625,1957923.7287392148,1910598.2965264902
1141,81.42857142857143,1433188.101563698,,2490871.171329578,2047708.2857130854,2167366.406181218,2275821.731275375,1819852.5808334176,,1974265.9525528215,,,1727816.2818863336,,2122517.5780365868,1603534.9296739923,1784357.0905279922,1920825.1798430488,1882684.0680146685
1142,81.5,1879104.7762973115,,2459543.749156947,2098159.393101242,2287023.028398033,2055225.2386622422,1846572.0963337687,,1918164.029207213,,,1871417.4843384696,,2333624.9006405356,1578363.7311981225,,2103054.770446831,1889077.3260281452
1143,81.57142857142857,,2050859.4621135038,,1980725.9499540003,2354618.938468822,1889320.2113113455,1765757.091859935,,1896891.5520261263,,,1803016.331617635,,2259113.193357866,,,1965152.7402682516,1986347.766808813
1144,81.64285714285714,1799265.6546050203,1981089.8492096786,2310192.521084605,2072002.7696960329,2340830.736617653,,1873416.6778370733,,1941209.0915569982,,,1765245.3299131773,,2234623.755957003,1479838.008222726,1867126.9848392666,1868125.846393434,1875957.418480841
1145,81.71428571428571,1520515.6085545977,,2178996.2205679817,2181946.943806643,2163266.5333826724,,1646864.8981520277,,1947260.7237640698,1668985.101819766,,1822872.8412990565,,2223299.912774224,1721815.4906923634,1894850.619693653,2073157.3827061392,2029743.7771623752
1146,81.78571428571428,1568763.998512514,1908511.110421567,2236765.7558688032,2069081.5755031598,2386060.1125959395,2259961.317256112,1833539.2831067995,,,1703812.1015272397,,1897082.8668252442,,2250534.093103678,1882274.33123451,,1926315.8481925193,1931837.2395392165
1147,81.85714285714285,,2070503.3253568856,2031274.3633060122,2131234.7273885794,2452201.156592026,2131910.436104755,1836192.6515439209,,1955732.8309071874,1801040.3414954646,,1942520.4731718546,,2257971.5427009976,1662962.281434588,,1949660.0252111873,1822875.172870962
1148,81.92857142857143,1503565.7921616083,,2330627.8344023754,2215958.8433869234,2211480.117636377,2197883.3208695324,1751709.9224447985,,1951010.0592274622,1697638.8555141673,,1725628.0579857167,,2074332.7468360737,1689874.710918942,1844024.0379394398,2060690.7915883395,1873487.4853794181
1149,82.0,1566483.4643952923,2059904.0730845379,2352981.666866703,2135168.0995647353,2253813.6260989737,2042987.4216773107,1878648.4432742295,,1976183.6849454052,1720966.4201862826,,2074863.6017271096,,2267042.468162152,1843820.4635884943,,1933474.2042176938,1824676.0851762726
1150,82.07142857142857,,2030240.637401915,2381684.1441953233,2189521.8347910997,2349472.4839887484,1984277.4058707387,1780215.7755332794,,1966723.1027812974,1628273.800703093,,1906092.674489379,,2182732.7702260045,1774927.9931127378,,1988346.699356786,1925116.0579943976
1151,82.14285714285714,1494570.3421996785,1978912.9956126728,2304296.253655805,2112521.175748944,2187079.9664202826,2283536.388780095,1969094.12470878,,2040150.562675732,1567618.3681883095,,1767399.1845721032,,2302861.8777004993,1784898.7707068438,,1845263.1697181326,1615680.0771508324
1152,82.21428571428571,1496753.5015637062,2082898.977651835,2327178.94940657,,2105531.0950967264,2186038.303126519,1800518.7628726698,,2052019.1764781831,1799171.9114779215,,1834965.6732521725,,2357248.5547223645,1827686.2635113613,1901616.195375208,2001500.1153103658,1720244.3451631377
1153,82.28571428571428,1482385.4170035578,,2290852.946165102,2094542.9148479556,2169025.1802580217,2122063.345665284,1776865.5880665183,,2092769.2017892296,1803739.9172273225,,1942553.5484789517,,2337759.965244652,1730236.8071456936,1864803.325131245,1855795.6939939284,1620500.6921121534
1154,82.35714285714285,1531168.4661579337,2053201.0730303703,2205063.907544196,2146038.1557535883,2538712.276261883,2049134.5768340838,1706432.4582429605,,2094869.356662275,1668169.7355522092,,1753523.6212319536,,2069481.9591023491,1691579.9171143186,1878352.721388915,1908061.0131817637,1801253.581609073
1155,82.42857142857143,1480499.614175835,,2305574.3147835904,2188152.6169547066,2222133.6659438447,1932234.6393940232,1709636.5863281207,,1753500.0084011736,1630958.3624203312,,1829996.44362132,,2182180.5964337336,1787765.0996717014,1739796.9825201281,2024682.2755986487,1872674.3971241326
1156,82.5,1480499.614175835,,2219999.3735985127,2173312.6903086286,2233628.995396499,1983536.76536098,1587519.3771259075,,1967325.1346446916,1662371.7122292311,,1921851.5304843034,,2218379.7296512886,1716358.5970862813,1671396.036606885,1890382.3900179274,1935112.4486691016
1157,82.57142857142857,,,2414144.3018912342,2142557.0511360746,2474489.0873357183,2089757.6801017942,1783103.5040998855,,2118296.9706903575,1541353.9528180123,,1851355.0714473766,,2230148.7043779697,1823387.1218300257,,1934022.34706448,1938316.2395774447
1158,82.64285714285714,,1864327.1422405806,,2062603.669991132,2405482.0674192123,2076806.3718615768,1731029.4622410121,,1988556.5769616645,1695609.9776415208,,1707405.1178363157,,2097718.7259245454,1739898.231720586,,1816848.009995497,1808485.0346310912
1159,82.71428571428571,,,,2229645.5602658032,2110680.3547335193,2128764.385897445,1712781.6731062755,,1985753.1440927428,1777516.7750947583,,1803600.5919564022,,2207770.7688581063,1657855.7731294332,,1872930.2981252084,1482534.923238142
1160,82.78571428571428,,2028665.531001409,2227271.544880359,2091360.8697385818,2129013.0875081657,1935514.9447129117,1871192.443979398,,1783197.2618817876,1828962.1999181076,,1881969.274986549,,,1855421.4937466932,,2118707.414725984,1534991.8223187197
1161,82.85714285714285,,1984104.0929955074,2428722.1609428455,2170024.6929697194,2304824.809660806,2208747.706107672,1759501.124144782,,1911983.1016452007,1713036.3605226404,,1930771.6281266997,,2108748.679874774,1728713.3764237561,,1933681.4974435815,1873531.9440630144
1162,82.92857142857143,,,2286468.9740733607,1926409.4647923848,2129020.002386296,2305725.4165332806,1923028.4549977095,,1817822.6866118927,1678825.9275712818,,1948119.606656462,,2180067.234328186,1665817.273478841,,2084935.9383263732,1595399.6162334417
